period_date,outlet_id,therapist_count,therapist_working_count,scheduled_hours,booked_hours,productive_capacity_hours,idle_hours,break_hours,overtime_hours,split_shift_count,coverage_gap_count,burnout_exposure_count,avg_workload_density_ratio,avg_schedule_stability_score_0_100,utilization_on_roster_ratio,capacity_coverage_ratio,staffing_pressure_flag,capacity_strain_score_0_100,coverage_status
2017-08-01,MLT_OUTLET_003,2,2,233.9684,168.53,191.85410000000002,23.3241,21.4476,1.973,1,1,1,0.8814595,71.06819999999999,0.8784279303908542,1.1383973179849285,1,49.984288797979296,balanced
2017-09-01,MLT_OUTLET_001,2,2,216.5815,154.14,177.5968,23.4568,21.5885,0.0,0,0,0,0.8683795000000001,89.58445,0.8679210436224075,1.1521785389905281,0,39.92436800663074,over_buffered
2017-09-01,MLT_OUTLET_002,2,2,296.5719,178.26999999999998,243.18900000000002,64.919,30.3718,0.0,0,0,0,0.732861,88.75545,0.7330512482061277,1.364161103943457,0,33.72035741748187,over_buffered
2017-09-01,MLT_OUTLET_003,2,2,294.4327,173.1,241.4348,68.3348,27.485500000000002,0.0,1,0,0,0.717106,79.94165000000001,0.7169637517043939,1.3947706528018486,0,35.49667057840212,over_buffered
2017-10-01,MLT_OUTLET_001,2,2,278.5267,173.44,228.39190000000002,54.951899999999995,27.2203,0.0,1,0,0,0.762035,82.62805,0.7593964584558384,1.316835216789668,0,37.43223708896856,over_buffered
2017-10-01,MLT_OUTLET_002,2,2,253.6603,162.82,208.0014,45.1814,26.1044,0.0,0,0,0,0.804021,81.88385,0.7827831928054331,1.2774929369856283,0,36.00802686904992,over_buffered
2017-10-01,MLT_OUTLET_003,2,2,334.0946,180.37,273.9576,93.58760000000001,31.0276,0.0,0,0,0,0.658408,86.38505,0.6583865532476558,1.5188645561900538,0,30.285781449392168,over_buffered
2017-11-01,MLT_OUTLET_001,2,2,336.95550000000003,202.60000000000002,276.3035,73.7035,33.0177,0.0,1,0,0,0.734187,79.74855,0.7332516598595387,1.3637882527147085,0,36.29998235353877,over_buffered
2017-11-01,MLT_OUTLET_002,2,2,302.6083,176.0,248.13889999999998,72.1389,30.4668,0.0,0,0,0,0.7111275,92.0058,0.7092801652622786,1.4098801136363635,0,32.62688760206481,over_buffered
2017-11-01,MLT_OUTLET_003,2,2,287.5813,155.91,235.8166,79.9066,26.6878,0.0,1,0,0,0.6636015,82.92855,0.6611493847337295,1.5125174780321982,0,32.912871697751555,over_buffered
2017-12-01,MLT_OUTLET_001,2,2,207.60340000000002,161.53,170.2347,8.704699999999999,20.671599999999998,2.9299,1,1,1,0.9503445,72.14345,0.9488664766936471,1.0538890608555687,1,53.784601927907765,balanced
2017-12-01,MLT_OUTLET_002,2,2,216.51940000000002,172.4,177.546,5.146000000000001,22.2541,7.222,0,2,2,0.971042,75.6293,0.9710159620605365,1.0298491879350347,1,57.99033025478468,tight_covered
2017-12-01,MLT_OUTLET_003,2,2,297.5403,188.51999999999998,243.983,55.463,28.183999999999997,0.0,0,0,0,0.7726895,82.3434,0.7726767848579613,1.2942022066624232,0,35.54313210346622,over_buffered
2018-01-01,MLT_OUTLET_001,2,2,284.0598,173.26999999999998,232.9291,59.659099999999995,28.0208,0.0,1,0,0,0.7439755,84.0743,0.7438744235906977,1.3443129220292032,0,36.71822348517209,over_buffered
2018-01-01,MLT_OUTLET_002,2,2,344.44280000000003,183.73,282.4431,98.7131,35.2417,0.0,1,0,0,0.6496345,83.09405000000001,0.6505027030223078,1.537272628313286,0,32.42312433902616,over_buffered
2018-01-01,MLT_OUTLET_003,2,2,353.1127,178.03,289.5524,111.5224,33.1727,0.0,1,0,0,0.6147735000000001,75.7053,0.6148455340035172,1.6264247598719315,0,31.985410564161793,over_buffered
2018-02-01,MLT_OUTLET_001,2,2,316.749,186.91,259.7342,72.82419999999999,30.6161,0.0,0,0,0,0.7317720000000001,86.2124,0.7196202887413363,1.3896217430849072,0,33.10253328210147,over_buffered
2018-02-01,MLT_OUTLET_002,2,2,339.4673,190.36,278.3632,88.00319999999999,34.6991,0.0,0,0,0,0.692149,89.24340000000001,0.6838547624111233,1.4622988022693844,0,31.457319070911673,over_buffered
2018-02-01,MLT_OUTLET_003,2,2,349.1785,193.6,286.3263,92.72630000000001,32.1224,0.0,1,0,0,0.6771925,81.54509999999999,0.6761516493594895,1.4789581611570248,0,33.60297587053651,over_buffered
2018-03-01,MLT_OUTLET_001,2,2,282.6141,188.07999999999998,231.74360000000001,43.6636,27.711,0.0,1,0,0,0.815009,83.66075000000001,0.8115865982922504,1.2321544023819653,0,39.83298352144352,over_buffered
2018-03-01,MLT_OUTLET_002,2,2,284.2912,169.37,233.1187,63.7487,28.716900000000003,0.0,0,0,0,0.7278535,89.0642,0.7265397413420717,1.376387199622129,0,33.420828101735296,over_buffered
2018-03-01,MLT_OUTLET_003,2,2,330.49379999999996,185.38,271.005,85.625,31.0276,0.0,0,0,0,0.6818679999999999,90.25505000000001,0.6840464198077526,1.4618890926745065,0,31.46613531115662,over_buffered
2018-04-01,MLT_OUTLET_001,2,2,223.9968,150.04,183.6773,33.637299999999996,22.2235,0.0,0,0,0,0.819847,84.13149999999999,0.8168674082208307,1.2241888829645429,0,37.575900778158214,over_buffered
2018-04-01,MLT_OUTLET_002,2,2,279.4255,170.8,229.1289,58.328900000000004,27.889400000000002,0.0,0,0,0,0.7487225,84.91525,0.7454319380924886,1.3415040983606557,0,34.289869152254475,over_buffered
2018-04-01,MLT_OUTLET_003,2,2,248.636,168.87,203.88150000000002,35.0115,23.714799999999997,0.0,0,1,0,0.8415509999999999,85.48795,0.8282752481220709,1.2073281222241963,1,38.10066141361526,over_buffered
2018-05-01,MLT_OUTLET_001,2,2,282.0579,194.74,231.2874,36.547399999999996,27.965600000000002,0.0,0,0,0,0.8434345000000001,89.85294999999999,0.8419827452770883,1.1876727944952243,0,38.73120628274606,over_buffered
2018-05-01,MLT_OUTLET_002,2,2,306.69169999999997,191.66,251.4873,59.827299999999994,31.2943,0.0,0,0,0,0.7581825,88.3449,0.7621060785176825,1.3121532922884274,0,35.05687961181339,over_buffered
2018-05-01,MLT_OUTLET_003,2,2,260.9211,172.97,213.95530000000002,40.985299999999995,24.3908,8.4775,0,1,1,0.8100035,81.23195,0.8084398937535082,1.2369503382089382,1,47.61798511266138,over_buffered
2018-06-01,MLT_OUTLET_001,2,2,252.33589999999998,186.17000000000002,206.9155,20.7455,25.016399999999997,5.5871,0,1,1,0.9038660000000001,78.003,0.8997392655455971,1.1114330987806842,1,49.77555621509747,balanced
2018-06-01,MLT_OUTLET_002,2,2,233.61379999999997,184.82,191.56330000000003,8.5086,23.2288,10.251,1,2,2,0.972931,59.5866,0.9647985809390419,1.0364857699383185,1,67.42238672319593,balanced
2018-06-01,MLT_OUTLET_003,2,2,270.3903,184.12,221.7201,37.6001,25.2836,2.1032,1,1,1,0.853875,71.9567,0.8304163673027389,1.204215185748425,1,47.64415689592599,over_buffered
2018-07-01,MLT_OUTLET_001,2,2,238.21,185.51,195.3322,9.8222,23.5763,0.0,1,1,1,0.9486635,76.9369,0.949715407905097,1.0529470109428063,1,49.844576763634464,balanced
2018-07-01,MLT_OUTLET_002,2,2,275.4007,189.24,225.8285,36.5885,28.1743,0.0,0,0,0,0.839301,88.12745000000001,0.8379810342804386,1.1933444303529908,0,38.54712757690017,over_buffered
2018-07-01,MLT_OUTLET_003,2,2,249.6384,167.56,204.70350000000002,37.1435,23.0464,0.0,1,0,0,0.81891,85.1778,0.8185497561106673,1.2216728336118405,0,40.153288781090694,over_buffered
2018-08-01,MLT_OUTLET_001,2,2,217.96269999999998,175.56,178.7294,4.6339,21.9021,0.0,1,1,2,0.982087,74.57995,0.9822670472792948,1.0180530872636135,1,54.801898174847565,tight_covered
2018-08-01,MLT_OUTLET_002,2,2,201.029,163.91,164.8438,6.8269,20.0066,5.1493,1,1,1,0.9903395,69.1571,0.9943352434243812,1.0056970288572997,1,58.70980319752154,tight_covered
2018-08-01,MLT_OUTLET_003,2,2,225.7091,179.63,185.0814,11.3799,21.3601,7.6908,1,1,1,0.9801055000000001,63.939750000000004,0.9705459327625574,1.030347937426933,1,61.36370290707764,balanced
2018-09-01,MLT_OUTLET_001,2,2,243.72410000000002,177.19,199.8538,22.6638,24.4837,0.0,0,0,0,0.8887465000000001,91.9505,0.886598103213449,1.127906766747559,0,40.783512747818655,balanced
2018-09-01,MLT_OUTLET_002,2,2,295.50879999999995,186.5,242.3172,55.8172,30.2768,0.0,1,0,0,0.7706165,83.74244999999999,0.7696523399907229,1.2992879356568365,0,37.90400763957325,over_buffered
2018-09-01,MLT_OUTLET_003,2,2,289.7401,193.9,237.5869,43.6869,27.2836,5.3865,0,0,0,0.8176650000000001,84.14375,0.8161224377269959,1.2253063434760185,0,42.38948213544181,over_buffered
2018-10-01,MLT_OUTLET_001,2,2,256.5988,175.25,210.411,35.161,25.8951,0.0,0,0,0,0.8325975,87.49415,0.8328937175337792,1.2006333808844507,0,38.31311100655384,over_buffered
2018-10-01,MLT_OUTLET_002,2,2,274.0138,169.23000000000002,224.6913,55.461299999999994,28.269299999999998,0.0,0,0,0,0.7610365,86.403,0.7531666780155707,1.3277273533061513,0,34.64566718871625,over_buffered
2018-10-01,MLT_OUTLET_003,2,2,306.7813,213.49,251.56060000000002,38.0706,28.5406,0.0,0,1,0,0.8498924999999999,81.87245,0.848662310393599,1.1783249800927444,1,39.03846627810555,over_buffered
2018-11-01,MLT_OUTLET_001,2,2,285.51800000000003,178.39999999999998,234.1248,55.7248,28.6558,0.0,0,0,0,0.7651135,83.18075,0.761986769449456,1.312358744394619,0,35.05139139467497,over_buffered
2018-11-01,MLT_OUTLET_002,2,2,265.221,172.11,217.4812,45.3712,26.491799999999998,0.0,0,0,0,0.787568,91.0638,0.7913787490596889,1.2636174539538667,0,36.40342245674569,over_buffered
2018-11-01,MLT_OUTLET_003,2,2,276.65819999999997,155.63,226.8598,71.22980000000001,25.939700000000002,0.0,0,0,0,0.6862465,85.6539,0.6860184131344557,1.457686821306946,0,31.55684700418496,over_buffered
2018-12-01,MLT_OUTLET_001,2,2,213.21370000000002,162.72,174.8352,12.1152,20.5976,0.0,0,0,1,0.9321695,80.02449999999999,0.9307050296507797,1.0744542772861356,0,45.61243136393586,balanced
2018-12-01,MLT_OUTLET_002,2,2,255.3064,199.55,209.3513,9.8013,26.096,11.964300000000001,1,2,2,0.949352,63.213049999999996,0.9531825214364563,1.0491170132798797,1,67.41461198607699,balanced
2018-12-01,MLT_OUTLET_003,2,2,324.453,200.48000000000002,266.0515,65.5715,30.1802,0.0,0,0,0,0.7597465,86.2416,0.7535383187089719,1.3270725259377492,0,34.66276266061271,over_buffered
2019-01-01,MLT_OUTLET_001,2,2,273.8729,168.17000000000002,224.57580000000002,56.4058,26.5852,0.0,0,0,0,0.748524,91.23689999999999,0.7488340239687447,1.3354094071475293,0,34.446365102562254,over_buffered
2019-01-01,MLT_OUTLET_002,2,2,288.1735,176.64,236.3024,59.6624,29.4218,0.0,1,0,1,0.7484875,82.1505,0.7475167412603511,1.3377626811594203,0,39.685770097976146,over_buffered
2019-01-01,MLT_OUTLET_003,2,2,341.9477,189.64,280.3971,90.75710000000001,31.7758,0.0,0,0,0,0.676332,84.64564999999999,0.6763265383272508,1.4785757224214302,0,31.111020763053535,over_buffered
2019-02-01,MLT_OUTLET_001,2,2,298.4393,193.70999999999998,244.7202,51.0102,29.4012,0.0,0,0,0,0.7937799999999999,83.72725,0.7915570516859661,1.2633328170977236,0,36.41162437755444,over_buffered
2019-02-01,MLT_OUTLET_002,2,2,346.31690000000003,192.60000000000002,283.97990000000004,91.37989999999999,35.2417,0.0,0,0,0,0.677462,89.372,0.6782170146549105,1.4744543094496365,0,31.197982674125882,over_buffered
2019-02-01,MLT_OUTLET_003,2,2,258.271,162.99,211.7821,48.792100000000005,23.7423,0.0,0,0,0,0.7726405000000001,81.29365,0.769611784943109,1.2993564022332658,0,35.402142107383014,over_buffered
2019-03-01,MLT_OUTLET_001,2,2,253.5818,183.42000000000002,207.937,26.7486,24.732999999999997,0.0,0,1,1,0.8875785,75.71775,0.8820940958078649,1.133665903391124,1,44.57535840716179,balanced
2019-03-01,MLT_OUTLET_002,2,2,291.41,182.33999999999997,238.9563,56.616299999999995,29.2868,0.0,0,0,0,0.766214,87.33680000000001,0.7630683936770027,1.3104985192497534,0,35.10114610914213,over_buffered
2019-03-01,MLT_OUTLET_003,2,2,298.5888,184.24,244.8428,60.6028,26.9848,0.0,0,0,0,0.7480195000000001,86.40225,0.7524828175466054,1.3289339991315676,0,34.61420960714385,over_buffered
2019-04-01,MLT_OUTLET_001,2,2,250.2418,183.41,205.1984,23.6629,23.937800000000003,5.6479,0,1,1,0.905175,78.02135,0.8938178855195752,1.1187961397960853,1,49.55275473390046,balanced
2019-04-01,MLT_OUTLET_002,2,2,292.87919999999997,182.35,240.161,57.811,29.9242,0.0,1,0,0,0.7681025,84.5503,0.7592823147805013,1.3170331779544833,0,37.426986479903064,over_buffered
2019-04-01,MLT_OUTLET_003,2,2,309.17920000000004,177.65,253.52679999999998,75.8768,28.7833,0.0,0,0,0,0.704063,86.09345,0.7007148751137947,1.4271139881790036,0,32.23288425523456,over_buffered
2019-05-01,MLT_OUTLET_001,2,2,235.6956,172.86,193.2705,20.4105,23.625799999999998,7.5923,1,1,1,0.9017895,73.56755,0.8943941263669314,1.118075321069073,1,55.07628581287884,balanced
2019-05-01,MLT_OUTLET_002,2,2,287.86310000000003,203.7,236.04770000000002,32.347699999999996,29.8084,4.0137,0,1,1,0.882267,84.49119999999999,0.862961172678234,1.1588006872852235,1,46.10854394319876,over_buffered
2019-05-01,MLT_OUTLET_003,2,2,305.2901,200.87,250.3379,49.4679,28.7833,0.0,0,0,0,0.8039305,89.1876,0.8023954822661691,1.2462682331856423,0,36.910192184243776,over_buffered
2019-06-01,MLT_OUTLET_001,2,2,253.5197,186.23000000000002,207.8862,21.6562,25.153,0.0,0,0,0,0.8972085000000001,84.76935,0.8958266590086308,1.1162873865650003,0,41.20802631439702,balanced
2019-06-01,MLT_OUTLET_002,2,2,223.5174,157.95,183.2843,25.3343,23.3995,0.0,0,0,0,0.8614625,85.69255,0.861775940437888,1.160394428616651,0,39.641693260142844,over_buffered
2019-06-01,MLT_OUTLET_003,2,2,291.56280000000004,200.97,239.0815,38.1115,27.3863,0.0,0,0,0,0.8387785,89.73034999999999,0.8405920156933933,1.1896377568791363,0,38.66723272189609,over_buffered
2019-07-01,MLT_OUTLET_001,2,2,229.2218,187.8,187.9619,2.0964,22.5447,0.0,0,2,2,0.9985109999999999,83.44139999999999,0.9991386552274689,1.0008620873269436,1,51.56037814046357,tight_covered
2019-07-01,MLT_OUTLET_002,2,2,246.82100000000003,191.74,202.3932,10.6532,24.8283,0.0,1,1,2,0.946779,76.13885,0.9473638442398262,1.0555606550537187,1,52.759858835032006,balanced
2019-07-01,MLT_OUTLET_003,2,2,251.06199999999998,172.82,205.8709,33.0509,23.7449,0.0,0,0,0,0.8365104999999999,84.00970000000001,0.8394581264277758,1.1912446476102303,0,38.61507381567769,over_buffered
2019-08-01,MLT_OUTLET_001,2,2,205.245,165.51,168.3009,4.2258,20.363799999999998,0.0,0,2,2,0.988117,83.35335,0.9834172009775347,1.016862425231104,1,50.8371912449666,tight_covered
2019-08-01,MLT_OUTLET_002,2,2,233.42430000000002,187.32,191.40800000000002,11.2315,23.4428,3.7007,0,1,2,0.9822435,78.30115,0.9786424809830309,1.0218236173393125,1,54.423862125219415,tight_covered
2019-08-01,MLT_OUTLET_003,2,2,241.5216,178.32,198.0477,19.7277,23.0893,0.0,0,0,1,0.9040595,81.18254999999999,0.9003891486747889,1.1106308882907132,0,44.21790083904029,balanced
2019-09-01,MLT_OUTLET_001,2,2,203.3247,153.43,166.72629999999998,13.2963,19.8866,7.5925,0,1,1,0.927449,77.35525,0.9202507342872721,1.0866603662908165,1,52.70531377721451,balanced
2019-09-01,MLT_OUTLET_002,2,2,210.38920000000002,164.24,172.5192,9.9202,21.043300000000002,2.4714,0,1,1,0.961792,80.12155,0.952009979179129,1.0504091573307355,1,48.81671904223993,balanced
2019-09-01,MLT_OUTLET_003,2,2,269.06039999999996,194.64,220.62959999999998,25.989600000000003,24.799,4.594,1,1,1,0.879455,70.0864,0.882202569374191,1.1335265104808878,1,52.791726191212774,balanced
2019-10-01,MLT_OUTLET_001,2,2,234.4241,169.95,192.2278,22.2778,23.603099999999998,5.9631,0,1,1,0.8859145,80.11105,0.8841072935340257,1.1310844365989998,1,48.83572550256518,balanced
2019-10-01,MLT_OUTLET_002,2,2,275.1115,179.35,225.5914,46.2414,28.4593,0.0,0,0,0,0.795158,94.00115,0.7950214414201959,1.2578277111792584,0,36.570986305329015,over_buffered
2019-10-01,MLT_OUTLET_003,2,2,275.363,177.51,225.7976,48.2876,25.939700000000002,0.0,0,0,0,0.7873874999999999,82.50025,0.7861465312297385,1.2720274914089347,0,36.16274043656797,over_buffered
2019-11-01,MLT_OUTLET_001,2,2,247.5285,182.92000000000002,202.9734,20.0534,23.893700000000003,0.0,0,1,0,0.9036325000000001,79.07515000000001,0.9012018323583288,1.1096293461622566,1,41.71424228848313,balanced
2019-11-01,MLT_OUTLET_002,2,2,303.6992,166.72,249.0333,82.3133,31.104300000000002,0.0,0,0,0,0.6698355,84.14455000000001,0.6694687015752512,1.4937218090211133,0,30.795560272461554,over_buffered
2019-11-01,MLT_OUTLET_003,2,2,267.2311,150.94,219.1295,68.1895,25.1389,0.0,1,0,0,0.6942225,82.0054,0.6888164304669157,1.4517656022260501,0,34.18555580147812,over_buffered
2019-12-01,MLT_OUTLET_001,2,2,215.34480000000002,153.55,176.5827,23.0327,20.8431,0.0,0,0,0,0.869557,85.2304,0.8695642325097533,1.1500013025073264,0,39.99995469544865,over_buffered
2019-12-01,MLT_OUTLET_002,2,2,267.5865,176.57,219.42090000000002,42.850899999999996,27.4418,0.0,0,0,0,0.8096475,89.91945,0.804709122968687,1.2426850540861982,0,37.016619656559605,over_buffered
2019-12-01,MLT_OUTLET_003,2,2,257.2877,186.26,210.9758,24.715799999999998,24.3754,8.1596,1,1,1,0.8963165,74.20755,0.8828500709560053,1.1326951573069903,1,54.87662926397625,balanced
2020-01-01,MLT_OUTLET_001,2,2,316.81100000000004,165.14999999999998,259.78499999999997,94.63499999999999,31.6373,0.0,0,0,0,0.635551,88.22075,0.6357179975749178,1.573024523160763,0,29.243027888446218,over_buffered
2020-01-01,MLT_OUTLET_002,2,2,369.62800000000004,187.59,303.095,115.505,37.3442,0.0,0,0,0,0.6186324999999999,88.91245,0.6189148616770319,1.6157311157311158,0,28.470083637143468,over_buffered
2020-01-01,MLT_OUTLET_003,2,2,319.9572,173.18,262.36490000000003,89.1849,30.0283,0.0,0,0,0,0.6672385000000001,81.334,0.6600730509302121,1.5149838318512532,0,30.363360342789754,over_buffered
2020-02-01,MLT_OUTLET_001,2,2,269.4967,165.49,220.9873,55.4973,27.2812,0.0,0,0,0,0.762645,86.08985,0.748866563825161,1.3353513807480815,0,34.447861935957405,over_buffered
2020-02-01,MLT_OUTLET_002,2,2,331.9421,165.92,272.1925,106.27250000000001,34.2243,0.0,0,0,0,0.6096205,88.44355,0.6095685957548426,1.6405044599807137,0,28.040155404722757,over_buffered
2020-02-01,MLT_OUTLET_003,2,2,383.8985,193.82999999999998,314.7968,120.9668,36.0659,0.0,0,0,0,0.614776,82.99865,0.6157305283916481,1.624087086622298,0,28.323604306015813,over_buffered
2020-03-01,MLT_OUTLET_001,2,2,176.54309999999998,91.03,144.7654,53.7354,17.1715,0.0,0,0,0,0.633582,86.47715,0.628810475431284,1.590304295287268,0,28.925281869839065,over_buffered
2020-03-01,MLT_OUTLET_002,2,2,132.07319999999999,64.98,108.3,43.32,14.0397,0.0,0,0,0,0.6,84.12235000000001,0.6000000000000001,1.6666666666666665,0,27.600000000000005,over_buffered
2020-03-01,MLT_OUTLET_003,2,2,159.18699999999998,78.32,130.5333,52.213300000000004,15.8135,0.0,2,0,0,0.6,74.874,0.600000153217608,1.6666662410623085,0,34.03528704800997,over_buffered
2020-04-01,MLT_OUTLET_001,2,2,133.4221,73.13,109.4062,36.2762,13.1653,0.0,1,0,0,0.6683805,85.07730000000001,0.6684264694322625,1.4960508683166964,0,33.24761759388407,over_buffered
2020-04-01,MLT_OUTLET_002,2,2,164.7927,88.47,135.13,46.66,17.6146,0.0,0,0,0,0.655995,87.12125,0.6547028787093909,1.5274104216118458,0,30.116332420631984,over_buffered
2020-04-01,MLT_OUTLET_003,2,2,178.191,87.66999999999999,146.11669999999998,58.4467,16.6608,0.0,0,0,0,0.6,86.91300000000001,0.5999998631231064,1.6666670468803468,0,27.599993703662893,over_buffered
2020-05-01,MLT_OUTLET_001,2,2,151.808,82.64,124.48249999999999,41.8425,16.0916,0.0,1,0,0,0.6758645,77.212,0.6638684152390899,1.5063226040658275,0,33.81858710099814,over_buffered
2020-05-01,MLT_OUTLET_002,2,2,165.6639,82.8,135.8444,53.044399999999996,17.5821,0.0,0,0,0,0.6116604999999999,83.3627,0.6095208930217219,1.6406328502415461,0,28.037961078999206,over_buffered
2020-05-01,MLT_OUTLET_003,2,2,154.6667,71.76,126.8267,55.0667,15.8135,0.0,1,0,0,0.5544155,84.6015,0.5658114576820181,1.767373188405797,0,28.527327053372833,over_buffered
2020-06-01,MLT_OUTLET_001,2,2,126.0164,64.7,103.33340000000001,38.633399999999995,12.9199,0.0,0,0,0,0.6223529999999999,85.38055,0.6261286283041108,1.5971159196290572,0,28.801916901989095,over_buffered
2020-06-01,MLT_OUTLET_002,2,2,144.47809999999998,77.57,118.4719,40.9019,15.6372,0.0,0,0,0,0.6527145,84.05539999999999,0.6547544185583247,1.5272901895062527,0,30.118703253682938,over_buffered
2020-06-01,MLT_OUTLET_003,2,2,159.974,91.41,131.1787,39.7687,15.5108,0.0,2,0,0,0.6982915000000001,74.05205000000001,0.6968356905503714,1.4350585275134011,0,38.71986776531708,over_buffered
2020-07-01,MLT_OUTLET_001,2,2,225.3687,121.53999999999999,184.80239999999998,63.2624,22.2787,0.0,1,0,0,0.6564325,81.01545,0.6576754414444834,1.5205068290274806,0,32.75307030644623,over_buffered
2020-07-01,MLT_OUTLET_002,2,2,245.94310000000002,124.87,201.67340000000002,76.8034,25.1494,0.0,0,0,0,0.616401,91.7679,0.6191694095502926,1.6150668695443262,0,28.481792839313464,over_buffered
