period_month,outlet_id,therapist_id,scheduled_hours,booked_hours,idle_hours,break_hours,recovery_gap_hours,overtime_hours,split_shift_days,coverage_gap_days,worked_days,day_off_days,schedule_stability_score_0_100,workload_density_ratio,max_consecutive_workdays,burnout_exposure_days,day_off_regularity_ratio,recovery_adequacy_ratio,overtime_pressure_ratio,coverage_gap_pressure_ratio,burnout_exposure_ratio,roster_integrity_score_0_100,roster_integrity_band,roster_integrity_note
2017-10-01,MLT_OUTLET_001,TH_001,150.2335,89.75,33.4415,13.8038,0.8747,0.0,0,0,20,10,83.2775,0.728541,5,0,1.0,1.1,0.0,0.0,0.0,94.64880000000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2017-10-01,MLT_OUTLET_001,TH_002,128.2932,83.69,21.5104,13.4165,0.8742,0.0,1,0,18,12,81.9786,0.795529,4,0,1.0,1.1,0.0,0.0,0.0,92.63315200000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2017-10-01,MLT_OUTLET_002,TH_003,158.9017,93.82,36.4794,16.5495,0.7354,0.0,0,0,20,10,87.1768,0.720034,3,0,1.0,0.9805333333333334,0.0,0.0,0.0,95.662976,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2017-10-01,MLT_OUTLET_002,TH_004,94.7586,69.0,8.702,9.5549,0.5093,0.0,0,0,14,12,76.5909,0.888008,5,0,1.0,0.6790666666666666,0.0,0.0,0.0,88.65788800000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2017-10-01,MLT_OUTLET_003,TH_005,172.5928,93.09,48.4361,16.0653,0.6022,0.0,0,0,23,7,81.378,0.657758,3,0,0.875,0.8029333333333333,0.0,0.0,0.0,89.92616000000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2017-10-01,MLT_OUTLET_003,TH_006,161.5018,87.28,45.1515,14.9623,0.855,0.0,0,0,20,10,91.3921,0.659058,5,0,1.0,1.1,0.0,0.0,0.0,97.245472,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2017-11-01,MLT_OUTLET_001,TH_001,176.5695,103.48,41.307,15.8744,0.6374,0.0,0,0,23,7,82.6096,0.714705,5,0,0.875,0.8498666666666667,0.0,0.0,0.0,90.88347200000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2017-11-01,MLT_OUTLET_001,TH_002,160.386,99.12,32.3965,17.1433,0.6952,0.0,1,0,23,7,76.8875,0.753669,3,0,0.875,0.9269333333333334,0.0,0.0,0.0,88.37720000000002,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2017-11-01,MLT_OUTLET_002,TH_003,162.1646,91.14,41.835,16.5495,0.6284,0.0,0,0,20,10,89.1665,0.685392,4,0,1.0,0.8378666666666666,0.0,0.0,0.0,94.58768,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2017-11-01,MLT_OUTLET_002,TH_004,140.4437,84.86,30.3039,13.9173,0.854,0.0,0,0,19,11,94.8451,0.736863,4,0,1.0,1.1,0.0,0.0,0.0,98.35043200000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2017-11-01,MLT_OUTLET_003,TH_005,152.0016,77.36,47.2813,13.9698,0.8186,0.0,0,0,20,10,88.3634,0.620661,3,0,1.0,1.0914666666666666,0.0,0.0,0.0,96.27628800000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2017-11-01,MLT_OUTLET_003,TH_006,135.5797,78.55,32.6253,12.718,0.9012,0.0,1,0,17,12,77.4937,0.706542,5,0,1.0,1.1,0.0,0.0,0.0,91.19798400000002,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2017-12-01,MLT_OUTLET_001,TH_001,99.0644,79.83,1.4028,8.7889,0.4135,2.9299,1,1,14,12,60.7535,0.982731,7,1,1.0,0.5513333333333333,0.24415833333333334,0.3333333333333333,0.3333333333333333,70.37223666666668,healthy,Consecutive workday pattern is too aggressive for sustainable spa operations.
2017-12-01,MLT_OUTLET_001,TH_002,108.539,81.7,7.3019,11.8827,0.5247,0.0,0,0,16,12,83.5334,0.917958,5,0,1.0,0.6996000000000001,0.0,0.0,0.0,91.125888,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2017-12-01,MLT_OUTLET_002,TH_003,108.0938,87.54,1.097,11.465,0.7761,5.2026,0,1,15,12,68.1516,0.987624,6,1,1.0,1.0348,0.43355000000000005,0.3333333333333333,0.3333333333333333,77.07214533333334,healthy,Therapist load is being carried too close to capacity and may not be sustainable.
2017-12-01,MLT_OUTLET_002,TH_004,108.4256,84.86,4.049,10.7891,0.686,2.0194,0,1,16,12,83.107,0.95446,6,1,1.0,0.9146666666666667,0.16828333333333334,0.3333333333333333,0.3333333333333333,84.54760666666667,healthy,Therapist load is being carried too close to capacity and may not be sustainable.
2017-12-01,MLT_OUTLET_003,TH_005,147.8678,93.95,27.3016,13.9698,0.7058,0.0,0,0,20,10,83.005,0.774835,5,0,1.0,0.9410666666666666,0.0,0.0,0.0,93.8544,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2017-12-01,MLT_OUTLET_003,TH_006,149.6725,94.57,28.1614,14.2142,0.9216,0.0,0,0,19,11,81.6818,0.770544,4,0,1.0,1.1,0.0,0.0,0.0,94.138176,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-01-01,MLT_OUTLET_001,TH_001,142.5723,83.88,33.0293,13.1136,0.551,0.0,0,0,19,11,93.0564,0.717479,4,0,1.0,0.7346666666666667,0.0,0.0,0.0,94.594048,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-01-01,MLT_OUTLET_001,TH_002,141.4875,89.39,26.6298,14.9072,0.8433,0.0,1,0,20,10,75.0922,0.770472,5,0,1.0,1.1,0.0,0.0,0.0,90.42950400000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-01-01,MLT_OUTLET_002,TH_003,191.5834,103.27,53.8284,19.8594,0.7223,0.0,1,0,24,6,77.8473,0.657359,4,0,0.75,0.9630666666666667,0.0,0.0,0.0,87.36793600000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-01-01,MLT_OUTLET_002,TH_004,152.8594,80.46,44.8847,15.3823,0.5902,0.0,0,0,21,9,88.3408,0.64191,3,0,1.0,0.7869333333333333,0.0,0.0,0.0,93.71225600000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-01-01,MLT_OUTLET_003,TH_005,190.3271,96.09,59.9782,17.4622,0.653,0.0,0,0,25,5,80.7756,0.615692,4,0,0.625,0.8706666666666667,0.0,0.0,0.0,87.04619199999999,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-01-01,MLT_OUTLET_003,TH_006,162.7856,81.94,51.5442,15.7105,0.7028,0.0,1,0,21,9,70.635,0.613855,4,0,1.0,0.9370666666666666,0.0,0.0,0.0,88.248,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-02-01,MLT_OUTLET_001,TH_001,194.7861,108.44,51.2846,17.945,0.5624,0.0,0,0,26,4,82.5328,0.678919,3,0,0.5,0.7498666666666667,0.0,0.0,0.0,84.408896,healthy,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-02-01,MLT_OUTLET_001,TH_002,121.9629,78.47,21.5396,12.6711,0.6671,0.0,0,0,17,12,89.892,0.784625,4,0,1.0,0.8894666666666667,0.0,0.0,0.0,95.43904,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-02-01,MLT_OUTLET_002,TH_003,205.0,109.64,58.46,21.5143,0.7817,0.0,0,0,26,4,84.8238,0.652231,4,0,0.5,1.0422666666666667,0.0,0.0,0.0,88.14361600000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-02-01,MLT_OUTLET_002,TH_004,134.4673,80.72,29.5432,13.1848,0.7142,0.0,0,0,18,12,93.663,0.732067,3,0,1.0,0.9522666666666666,0.0,0.0,0.0,97.39936,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-02-01,MLT_OUTLET_003,TH_005,179.9063,94.86,52.6631,16.7638,0.9126,0.0,1,0,24,6,76.521,0.643018,3,0,0.75,1.1,0.0,0.0,0.0,87.38672000000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-02-01,MLT_OUTLET_003,TH_006,169.2722,98.74,40.0632,15.3586,0.6058,0.0,0,0,22,8,86.5692,0.711367,6,0,1.0,0.8077333333333333,0.0,0.0,0.0,93.39494400000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-03-01,MLT_OUTLET_001,TH_001,151.2017,94.99,28.9954,13.8038,0.6307,0.0,0,0,20,10,88.9418,0.766139,4,0,1.0,0.8409333333333334,0.0,0.0,0.0,94.552576,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-03-01,MLT_OUTLET_001,TH_002,131.4124,93.09,14.6682,13.9072,0.7808,0.0,1,0,20,10,78.3797,0.863879,5,0,1.0,1.0410666666666668,0.0,0.0,0.0,91.48150400000002,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-03-01,MLT_OUTLET_002,TH_003,137.8173,87.13,25.8801,14.0671,0.8896,0.0,0,0,17,12,88.3294,0.770993,4,0,1.0,1.1,0.0,0.0,0.0,96.26540800000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-03-01,MLT_OUTLET_002,TH_004,146.4739,82.24,37.8686,14.6498,0.8299,0.0,0,0,20,10,89.799,0.684714,3,0,1.0,1.1,0.0,0.0,0.0,96.73568,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-03-01,MLT_OUTLET_003,TH_005,173.114,103.29,38.6635,16.0653,0.9477,0.0,0,0,23,7,88.6894,0.727633,4,0,0.875,1.1,0.0,0.0,0.0,94.63060800000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-03-01,MLT_OUTLET_003,TH_006,157.3798,82.09,46.9615,14.9623,0.9097,0.0,0,0,20,10,91.8207,0.636103,5,0,1.0,1.1,0.0,0.0,0.0,97.382624,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-04-01,MLT_OUTLET_001,TH_001,118.3537,74.47,22.58,11.0431,0.6584,0.0,0,0,16,12,82.9913,0.767336,5,0,1.0,0.8778666666666667,0.0,0.0,0.0,93.091616,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-04-01,MLT_OUTLET_001,TH_002,105.6431,75.57,11.0573,11.1804,0.6685,0.0,0,0,15,12,85.2717,0.872358,5,0,1.0,0.8913333333333333,0.0,0.0,0.0,93.982944,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-04-01,MLT_OUTLET_002,TH_003,130.4989,85.46,21.5491,13.2396,0.6825,0.0,0,0,16,12,85.2974,0.798623,4,0,1.0,0.91,0.0,0.0,0.0,94.215168,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-04-01,MLT_OUTLET_002,TH_004,148.9266,85.34,36.7798,14.6498,0.8221,0.0,0,0,20,10,84.5331,0.698822,4,0,1.0,1.0961333333333334,0.0,0.0,0.0,95.05059200000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-04-01,MLT_OUTLET_003,TH_005,147.2172,92.89,27.8281,13.9698,0.753,0.0,0,0,20,10,92.535,0.769479,5,0,1.0,1.004,0.0,0.0,0.0,97.61120000000001,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-04-01,MLT_OUTLET_003,TH_006,101.4188,75.98,7.1834,9.745,0.6863,0.0,0,1,14,12,78.4409,0.913623,5,0,1.0,0.9150666666666667,0.0,0.3333333333333333,0.0,88.74855466666668,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-05-01,MLT_OUTLET_001,TH_001,152.9404,103.62,21.7911,13.8038,0.743,0.0,0,0,20,10,88.2424,0.826242,5,0,1.0,0.9906666666666667,0.0,0.0,0.0,96.125568,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-05-01,MLT_OUTLET_001,TH_002,129.1175,91.12,14.7563,14.1618,0.9311,0.0,0,0,19,11,91.4635,0.860627,5,0,1.0,1.1,0.0,0.0,0.0,97.26832,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
2018-05-01,MLT_OUTLET_002,TH_003,166.7098,109.8,26.9021,17.377,0.7105,0.0,0,0,21,9,80.6669,0.803207,5,0,1.0,0.9473333333333334,0.0,0.0,0.0,93.181408,strong,"Roster integrity is acceptable, but should still be governed against avoidable strain."
