outlet_key,outlet_name,month_id,external_demand_context_score_0_100,external_signal_confidence_score_0_100,staffing_readiness_score_0_100,coverage_pressure_score_0_100,burnout_exposure_score_0_100,capacity_expansion_readiness_score_0_100,demand_support_vs_staffing_readiness_gap,external_internal_alignment_score_0_100,growth_window_vs_control_window,roster_action_posture,management_signal_score_0_100_final,roster_operational_health_score_0_100_final,capacity_strain_score_0_100_final,burnout_risk_score_0_100_final,executive_staffing_confidence_score_0_100,executive_action_confidence_band,executive_staffing_posture,staffing_risk_headline,executive_staffing_action_summary,management_signal,recommended_manager_action,revenue_growth_readiness_flag,leakage_control_flag,qa_status,audit_note,status
MLT_OUTLET_001,Valletta,2017-11,48.18645816950233,,76.14,36.29998235353877,28.95516223529412,65.12,-27.95,95.16,growth_window,expand_selectively,75.30986091576277,89.630336,36.29998235353877,28.95516223529412,75.2,high_confidence,selective_growth_supported,Staffing may be ahead of current demand support.,Use selective capacity growth in supported periods while protecting service quality.,stable_controlled_growth,maintain balanced commercial and operational control,1,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2017-12,38.04886526610464,,63.27,53.784601927907765,41.99043305882353,52.36,-25.22,77.53,hold_and_optimize,maintain_capacity_optimize_controls,60.54090855118211,80.74906233333334,53.784601927907765,41.99043305882353,62.01,moderate_confidence,hold_capacity_optimize_controls,Staffing may be ahead of current demand support.,"Hold capacity steady and optimize utilization, control discipline, and staffing mix.",protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2018-01,35.57888628674392,,77.1,36.71822348517209,28.41638988235294,61.74,-41.52,91.94,growth_window,expand_selectively,74.28898616725581,92.511776,36.71822348517209,28.41638988235294,75.95,high_confidence,selective_growth_supported,Staffing may be ahead of current demand support.,Use selective capacity growth in supported periods while protecting service quality.,stable_controlled_growth,maintain balanced commercial and operational control,1,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2018-02,40.89616723437474,,77.13,33.10253328210147,28.372676705882355,63.9,-36.23,99.5,growth_window,expand_selectively,74.48058576108102,89.923968,33.10253328210147,28.372676705882355,76.15,high_confidence,selective_growth_supported,Staffing may be ahead of current demand support.,Use selective capacity growth in supported periods while protecting service quality.,stable_controlled_growth,maintain balanced commercial and operational control,1,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2018-03,53.73707036779296,,75.97,39.83298352144352,30.137392352941177,66.01,-22.23,93.52,growth_window,expand_selectively,74.18213415844394,93.01704,39.83298352144352,30.137392352941177,74.76,high_confidence,selective_growth_supported,Staffing may be ahead of current demand support.,Use selective capacity growth in supported periods while protecting service quality.,stable_controlled_growth,maintain balanced commercial and operational control,1,0,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2018-04,61.18815806199329,,76.31,37.57590077815821,31.194737647058822,68.56,-15.12,85.5,growth_window,expand_selectively,73.22304159325162,93.53728,37.57590077815821,31.194737647058822,75.0,high_confidence,selective_growth_supported,Staffing may be ahead of current demand support.,Use selective capacity growth in supported periods while protecting service quality.,stable_controlled_growth,maintain balanced commercial and operational control,1,0,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2018-05,68.36426103511747,,77.38,38.73120628274606,31.063163647058825,70.99,-9.02,79.44,growth_window,expand_selectively,75.40407337810015,96.696944,38.73120628274606,31.063163647058825,75.97,high_confidence,selective_growth_supported,Staffing position is broadly manageable with monitoring.,Use selective capacity growth in supported periods while protecting service quality.,stable_controlled_growth,maintain balanced commercial and operational control,1,0,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2018-06,69.41457483656399,,65.67,49.77555621509747,41.96514196078432,63.33,3.74,88.07,growth_window,expand_selectively,62.52501701728497,84.13728500000002,49.77555621509747,41.96514196078432,64.28,moderate_confidence,monitor_and_calibrate,Staffing position is broadly manageable with monitoring.,"rebalance workload, recovery gaps, and coaching cadence",protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2018-07,81.47461903233243,,68.21,49.844576763634464,38.42239945098039,68.49,13.26,76.23,growth_window,expand_selectively,62.42439890179397,88.44007466666667,49.844576763634464,38.42239945098039,66.63,moderate_confidence,selective_growth_supported,Demand context is ahead of staffing readiness.,Use selective capacity growth in supported periods while protecting service quality.,protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2018-08,82.9403184766895,,63.29,54.801898174847565,42.82500207843137,65.55,19.65,79.13,growth_window,expand_selectively,55.4390348727096,83.70558400000002,54.801898174847565,42.82500207843137,61.63,moderate_confidence,monitor_and_calibrate,Demand context is ahead of staffing readiness.,"rebalance workload, recovery gaps, and coaching cadence",protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2018-09,69.73559382408303,,75.96,40.783512747818655,32.877622352941174,70.26,-6.22,80.64,growth_window,expand_selectively,74.51750510673301,95.91296,40.783512747818655,32.877622352941174,74.53,high_confidence,selective_growth_supported,Staffing position is broadly manageable with monitoring.,Use selective capacity growth in supported periods while protecting service quality.,stable_controlled_growth,maintain balanced commercial and operational control,1,0,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2018-10,67.37599654132563,,76.94,38.31311100655384,30.091231411764703,70.73,-9.56,79.71,growth_window,expand_selectively,73.96066883740906,94.725328,38.31311100655384,30.091231411764703,75.62,high_confidence,selective_growth_supported,Staffing position is broadly manageable with monitoring.,Use selective capacity growth in supported periods while protecting service quality.,stable_controlled_growth,maintain balanced commercial and operational control,1,0,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2018-11,47.84489971208834,,78.41,35.05139139467497,28.020980588235293,66.26,-30.57,95.39,growth_window,expand_selectively,74.64387215917455,94.61784,35.05139139467497,28.020980588235293,77.16,high_confidence,selective_growth_supported,Staffing may be ahead of current demand support.,Use selective capacity growth in supported periods while protecting service quality.,stable_controlled_growth,maintain balanced commercial and operational control,1,0,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2018-12,37.75413105474488,,71.24,45.61243136393586,36.66379333333334,57.48,-33.49,82.96,hold_and_optimize,maintain_capacity_optimize_controls,67.67180568940175,91.08357333333332,45.61243136393586,36.66379333333334,69.75,moderate_confidence,hold_capacity_optimize_controls,Staffing may be ahead of current demand support.,"Hold capacity steady and optimize utilization, control discipline, and staffing mix.",protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",0,0,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2019-01,32.6760702966948,,79.51,34.446365102562254,27.663901411764705,62.29,-46.83,90.16,growth_window,expand_selectively,73.98543339700723,97.195808,34.446365102562254,27.663901411764705,78.08,high_confidence,selective_growth_supported,Staffing may be ahead of current demand support.,Use selective capacity growth in supported periods while protecting service quality.,stable_controlled_growth,maintain balanced commercial and operational control,1,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2019-02,37.46140770057762,,76.82,36.41162437755444,29.62990647058824,62.06,-39.36,92.4,growth_window,expand_selectively,75.02175986084548,92.32472,36.41162437755444,29.62990647058824,75.69,high_confidence,selective_growth_supported,Staffing may be ahead of current demand support.,Use selective capacity growth in supported periods while protecting service quality.,stable_controlled_growth,maintain balanced commercial and operational control,1,0,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2019-03,49.230164868744886,,68.95,44.57535840716179,38.10346215686275,59.95,-19.72,95.69,hold_and_optimize,maintain_capacity_optimize_controls,62.34860628051728,86.54594666666668,44.57535840716179,38.10346215686275,67.49,moderate_confidence,hold_capacity_optimize_controls,Staffing may be ahead of current demand support.,"Hold capacity steady and optimize utilization, control discipline, and staffing mix.",protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2019-04,63.65741887807096,,66.42,49.55275473390046,42.031085058823535,61.93,-2.76,93.59,growth_window,expand_selectively,61.94640269025754,86.33889033333334,49.55275473390046,42.031085058823535,64.87,moderate_confidence,monitor_and_calibrate,Staffing position is broadly manageable with monitoring.,"rebalance workload, recovery gaps, and coaching cadence",protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2019-05,64.18038538078095,,63.8,55.07628581287884,41.785337137254906,60.24,0.38,95.5,growth_window,expand_selectively,61.44181619136047,82.741841,55.07628581287884,41.785337137254906,62.46,moderate_confidence,monitor_and_calibrate,Staffing position is broadly manageable with monitoring.,"rebalance workload, recovery gaps, and coaching cadence",protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2019-06,68.56161230529696,,74.74,41.20802631439702,33.938466235294115,69.19,-6.18,82.56,growth_window,expand_selectively,74.22113399497677,93.722192,41.20802631439702,33.938466235294115,73.41,high_confidence,selective_growth_supported,Staffing position is broadly manageable with monitoring.,Use selective capacity growth in supported periods while protecting service quality.,stable_controlled_growth,maintain balanced commercial and operational control,1,0,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2019-07,79.55654853598824,,64.46,51.56037814046357,43.1480751372549,65.44,15.1,81.57,growth_window,expand_selectively,50.44386131284912,86.42098133333334,51.56037814046357,43.1480751372549,62.43,moderate_confidence,monitor_and_calibrate,Demand context is ahead of staffing readiness.,"rebalance workload, recovery gaps, and coaching cadence",protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2019-08,81.95025857469005,,64.68,50.8371912449666,42.91407643137255,66.39,17.27,78.39,growth_window,expand_selectively,48.839113305060486,86.78960533333336,50.8371912449666,42.91407643137255,62.57,moderate_confidence,monitor_and_calibrate,Demand context is ahead of staffing readiness.,"rebalance workload, recovery gaps, and coaching cadence",protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2019-09,68.14292311128443,,64.59,52.70531377721451,42.934699411764704,61.93,3.55,91.46,growth_window,expand_selectively,60.770168370369824,84.49858833333334,52.70531377721451,42.934699411764704,63.1,moderate_confidence,monitor_and_calibrate,Staffing position is broadly manageable with monitoring.,"rebalance workload, recovery gaps, and coaching cadence",protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2019-10,67.49700705451794,,66.99,48.83572550256518,40.54045439215686,63.64,0.51,88.74,growth_window,expand_selectively,61.25188667065366,86.38372766666667,48.83572550256518,40.54045439215686,65.45,moderate_confidence,selective_growth_supported,Staffing position is broadly manageable with monitoring.,Use selective capacity growth in supported periods while protecting service quality.,protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2019-11,48.82971702212159,,72.77,41.71424228848313,34.77292317647059,62.28,-23.94,97.1,growth_window,expand_selectively,68.23671237441988,90.88698133333334,41.71424228848313,34.77292317647059,71.35,high_confidence,selective_growth_supported,Staffing may be ahead of current demand support.,Use selective capacity growth in supported periods while protecting service quality.,coverage_control_required,repair roster coverage before service inconsistency affects revenue,1,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2019-12,39.98862429359664,,75.48,39.99995469544865,33.232516705882354,61.2,-35.49,90.28,growth_window,expand_selectively,73.45941552785835,94.582528,39.99995469544865,33.232516705882354,74.08,high_confidence,selective_growth_supported,Staffing may be ahead of current demand support.,Use selective capacity growth in supported periods while protecting service quality.,stable_controlled_growth,maintain balanced commercial and operational control,1,0,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2020-01,34.93110300544152,,81.3,29.243027888446218,23.992651176470588,65.01,-46.37,98.68,growth_window,expand_selectively,74.3227265449906,95.35564,29.243027888446218,23.992651176470588,80.07,high_confidence,selective_growth_supported,Staffing may be ahead of current demand support.,Use selective capacity growth in supported periods while protecting service quality.,stable_controlled_growth,maintain balanced commercial and operational control,1,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2020-02,41.46085902382938,,78.3,34.447861935957405,27.61380623529412,64.45,-36.84,98.95,growth_window,expand_selectively,73.78619578970148,93.762352,34.447861935957405,27.61380623529412,77.07,high_confidence,selective_growth_supported,Staffing may be ahead of current demand support.,Use selective capacity growth in supported periods while protecting service quality.,stable_controlled_growth,maintain balanced commercial and operational control,1,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2020-03,16.751445842229582,,80.44,28.925281869839065,22.53055376470589,59.48,-63.69,81.25,hold_and_optimize,maintain_capacity_optimize_controls,64.0582237199927,94.349488,28.925281869839065,22.53055376470589,78.89,high_confidence,hold_capacity_optimize_controls,Staffing may be ahead of current demand support.,"Hold capacity steady and optimize utilization, control discipline, and staffing mix.",demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2020-04,0.0,,78.68,33.24761759388407,24.517324,52.81,-78.68,60.97,hold_and_optimize,maintain_capacity_optimize_controls,62.963865274605446,94.424736,33.24761759388407,24.517324,77.04,high_confidence,hold_capacity_optimize_controls,Staffing may be ahead of current demand support.,"Hold capacity steady and optimize utilization, control discipline, and staffing mix.",demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2020-05,0.1076526761277497,,77.08,33.81858710099814,26.637254117647057,51.8,-76.97,60.3,hold_and_optimize,maintain_capacity_optimize_controls,63.56481195897168,91.90784,33.81858710099814,26.637254117647057,75.57,high_confidence,hold_capacity_optimize_controls,Staffing may be ahead of current demand support.,"Hold capacity steady and optimize utilization, control discipline, and staffing mix.",demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2020-06,1.9869423551877603,,79.58,28.80191690198909,23.397934,54.6,-77.59,66.36,hold_and_optimize,maintain_capacity_optimize_controls,62.406269077642776,93.025776,28.80191690198909,23.397934,78.03,high_confidence,hold_capacity_optimize_controls,Staffing may be ahead of current demand support.,"Hold capacity steady and optimize utilization, control discipline, and staffing mix.",demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2020-07,20.347145767756047,,77.98,32.75307030644623,25.72361658823529,58.52,-57.63,81.45,hold_and_optimize,maintain_capacity_optimize_controls,68.74523534995717,91.456944,32.75307030644623,25.72361658823529,76.73,high_confidence,hold_capacity_optimize_controls,Staffing may be ahead of current demand support.,"Hold capacity steady and optimize utilization, control discipline, and staffing mix.",demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2020-08,35.343903260533125,,78.81,31.385996377818675,26.31396117647059,63.47,-43.47,96.26,growth_window,expand_selectively,69.97507696785343,93.01008,31.385996377818675,26.31396117647059,77.5,high_confidence,selective_growth_supported,Staffing may be ahead of current demand support.,Use selective capacity growth in supported periods while protecting service quality.,demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2020-09,19.99955473876452,,75.56,35.03616958942613,29.119651921568625,56.6,-55.56,79.45,hold_and_optimize,maintain_capacity_optimize_controls,65.19509320128776,90.08840533333334,35.03616958942613,29.119651921568625,74.18,high_confidence,hold_capacity_optimize_controls,Staffing may be ahead of current demand support.,"Hold capacity steady and optimize utilization, control discipline, and staffing mix.",demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2020-10,16.000390680825973,,78.65,31.7735891478678,24.669718470588236,57.79,-62.65,78.39,hold_and_optimize,maintain_capacity_optimize_controls,69.8917628425161,91.445688,31.7735891478678,24.669718470588236,77.47,high_confidence,hold_capacity_optimize_controls,Staffing may be ahead of current demand support.,"Hold capacity steady and optimize utilization, control discipline, and staffing mix.",demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2020-11,6.766319003821347,,80.95,29.04341611156832,25.360840823529408,56.25,-74.18,70.31,hold_and_optimize,maintain_capacity_optimize_controls,70.15735950852026,96.585648,29.04341611156832,25.360840823529408,79.45,high_confidence,hold_capacity_optimize_controls,Staffing may be ahead of current demand support.,"Hold capacity steady and optimize utilization, control discipline, and staffing mix.",demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2020-12,7.757240701760433,,79.91,30.13448284365098,23.98625305882353,56.17,-72.15,71.98,hold_and_optimize,maintain_capacity_optimize_controls,70.3681721579803,93.160784,30.13448284365098,23.98625305882353,78.66,high_confidence,hold_capacity_optimize_controls,Staffing may be ahead of current demand support.,"Hold capacity steady and optimize utilization, control discipline, and staffing mix.",demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2021-01,6.219581296442722,,79.71,32.31013332701826,25.928122588235297,55.01,-73.49,66.34,hold_and_optimize,maintain_capacity_optimize_controls,70.43506368487351,95.789728,32.31013332701826,25.928122588235297,78.26,high_confidence,hold_capacity_optimize_controls,Staffing may be ahead of current demand support.,"Hold capacity steady and optimize utilization, control discipline, and staffing mix.",stable_controlled_growth,maintain balanced commercial and operational control,0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2021-02,8.293995939504798,,80.98,27.6,22.87915105882353,57.31,-72.69,74.01,hold_and_optimize,maintain_capacity_optimize_controls,70.38416538461539,93.440256,27.6,22.87915105882353,79.73,high_confidence,hold_capacity_optimize_controls,Staffing may be ahead of current demand support.,"Hold capacity steady and optimize utilization, control discipline, and staffing mix.",demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2021-03,4.883653957331047,,81.99,28.939953407897736,22.05423270588235,56.61,-77.11,69.51,hold_and_optimize,maintain_capacity_optimize_controls,71.0756150179324,96.377152,28.939953407897736,22.05423270588235,80.61,high_confidence,hold_capacity_optimize_controls,Staffing may be ahead of current demand support.,"Hold capacity steady and optimize utilization, control discipline, and staffing mix.",demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2021-04,4.162187123188702,,81.51,28.27380642400152,22.334601764705884,56.26,-77.35,69.37,hold_and_optimize,maintain_capacity_optimize_controls,70.03197855377917,95.08376,28.27380642400152,22.334601764705884,80.16,high_confidence,hold_capacity_optimize_controls,Staffing may be ahead of current demand support.,"Hold capacity steady and optimize utilization, control discipline, and staffing mix.",demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2021-05,9.37878157853726,,78.29,32.582282767467426,26.86085988235294,55.21,-68.91,68.95,hold_and_optimize,maintain_capacity_optimize_controls,69.69763520591746,92.933456,32.582282767467426,26.86085988235294,76.97,high_confidence,hold_capacity_optimize_controls,Staffing may be ahead of current demand support.,"Hold capacity steady and optimize utilization, control discipline, and staffing mix.",stable_controlled_growth,maintain balanced commercial and operational control,0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
MLT_OUTLET_001,Valletta,2021-06,26.853561479445087,,80.75,28.727599278799552,23.51001105882353,62.52,-53.9,91.26,growth_window,expand_selectively,71.03384377130772,93.936896,28.727599278799552,23.51001105882353,79.48,high_confidence,selective_growth_supported,Staffing may be ahead of current demand support.,Use selective capacity growth in supported periods while protecting service quality.,demand_leakage_or_scheduling_inefficiency,"tighten booking conversion, shift design, and channel-demand matching",0,1,pending_qa,management signal rebuilt with roster-aware month-key tolerant joins,scaffold_generated
