staff_commercial_scoring_id,month_id,outlet_id,outlet_name,staff_id,staff_name,staff_role,retail_revenue_eur,retail_units_sold,guest_interactions_count,retail_attach_rate,selling_active_month_ratio,retail_revenue_score_0_100,retail_units_score_0_100,retail_attach_rate_score_0_100,selling_consistency_score_0_100,retail_selling_score_0_100,retail_reward_eligibility_flag,reward_bonus_reason,management_signal
SCS_00017,2017-01,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_ASSISTANT_MANAGER_001,MLT_OUTLET_001_SPA_ASSISTANT_MANAGER_001,spa assistant manager,293.0064167977336,10,35,0.2857142857142857,1.0,84.00845548798794,77.77777777777779,28.57142857142857,100.0,73.76211235392535,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00018,2017-01,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_ATTENDANT_003,MLT_OUTLET_001_SPA_ATTENDANT_003,spa attendant,161.0064167977336,6,35,0.17142857142857143,1.0,31.49115752948301,33.33333333333333,17.142857142857142,100.0,39.358367773697964,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00019,2017-01,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_ATTENDANT_002,MLT_OUTLET_001_SPA_ATTENDANT_002,spa attendant,157.0064167977336,6,35,0.17142857142857143,1.0,29.899724258013162,33.33333333333333,17.142857142857142,100.0,38.72179446511003,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00020,2017-01,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_ATTENDANT_001,MLT_OUTLET_001_SPA_ATTENDANT_001,spa attendant,153.0064167977336,5,35,0.14285714285714285,1.0,28.308290986543316,22.22222222222222,14.285714285714285,100.0,34.73601480731574,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00021,2017-01,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_MANAGER_001,MLT_OUTLET_001_SPA_MANAGER_001,spa manager,213.0064167977336,8,35,0.22857142857142856,1.0,52.17979005859101,55.55555555555556,22.857142857142858,100.0,54.33223348375387,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00022,2017-01,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_RECEPTIONIST_003,MLT_OUTLET_001_SPA_RECEPTIONIST_003,spa receptionist,261.00641679773366,9,35,0.2571428571428571,1.0,71.27698931622919,66.66666666666666,25.71428571428571,100.0,65.32031953601549,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00023,2017-01,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_RECEPTIONIST_002,MLT_OUTLET_001_SPA_RECEPTIONIST_002,spa receptionist,257.00641679773366,9,35,0.2571428571428571,1.0,69.68555604475935,66.66666666666666,25.71428571428571,100.0,64.68374622742755,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00024,2017-01,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_RECEPTIONIST_001,MLT_OUTLET_001_SPA_RECEPTIONIST_001,spa receptionist,253.00641679773364,9,35,0.2571428571428571,1.0,68.0941227732895,66.66666666666666,25.71428571428571,100.0,64.0471729188396,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00025,2017-02,MLT_OUTLET_002,Sliema,MLT_OUTLET_002_SPA_ASSISTANT_MANAGER_001,MLT_OUTLET_002_SPA_ASSISTANT_MANAGER_001,spa assistant manager,292.1743005183249,10,35,0.2857142857142857,1.0,83.67739110479226,77.77777777777779,28.57142857142857,100.0,73.62968660064706,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00026,2017-02,MLT_OUTLET_002,Sliema,MLT_OUTLET_002_SPA_ATTENDANT_003,MLT_OUTLET_002_SPA_ATTENDANT_003,spa attendant,160.17430051832494,6,35,0.17142857142857143,1.0,31.16009314628735,33.33333333333333,17.142857142857142,100.0,39.2259420204197,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00027,2017-02,MLT_OUTLET_002,Sliema,MLT_OUTLET_002_SPA_ATTENDANT_002,MLT_OUTLET_002_SPA_ATTENDANT_002,spa attendant,156.17430051832494,6,35,0.17142857142857143,1.0,29.5686598748175,33.33333333333333,17.142857142857142,100.0,38.58936871183176,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00028,2017-02,MLT_OUTLET_002,Sliema,MLT_OUTLET_002_SPA_ATTENDANT_001,MLT_OUTLET_002_SPA_ATTENDANT_001,spa attendant,152.17430051832494,5,35,0.14285714285714285,1.0,27.977226603347656,22.22222222222222,14.285714285714285,100.0,34.60358905403747,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00029,2017-02,MLT_OUTLET_002,Sliema,MLT_OUTLET_002_SPA_MANAGER_001,MLT_OUTLET_002_SPA_MANAGER_001,spa manager,212.17430051832494,8,35,0.22857142857142856,1.0,51.84872567539536,55.55555555555556,22.857142857142858,100.0,54.1998077304756,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00030,2017-02,MLT_OUTLET_002,Sliema,MLT_OUTLET_002_SPA_RECEPTIONIST_003,MLT_OUTLET_002_SPA_RECEPTIONIST_003,spa receptionist,260.1743005183249,9,35,0.2571428571428571,1.0,70.9459249330335,66.66666666666666,25.71428571428571,100.0,65.1878937827372,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00031,2017-02,MLT_OUTLET_002,Sliema,MLT_OUTLET_002_SPA_RECEPTIONIST_002,MLT_OUTLET_002_SPA_RECEPTIONIST_002,spa receptionist,256.1743005183249,9,35,0.2571428571428571,1.0,69.35449166156364,66.66666666666666,25.71428571428571,100.0,64.55132047414926,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00032,2017-02,MLT_OUTLET_002,Sliema,MLT_OUTLET_002_SPA_RECEPTIONIST_001,MLT_OUTLET_002_SPA_RECEPTIONIST_001,spa receptionist,252.1743005183249,9,35,0.2571428571428571,1.0,67.7630583900938,66.66666666666666,25.71428571428571,100.0,63.91474716556132,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00033,2017-02,MLT_OUTLET_003,St Julians,MLT_OUTLET_003_SPA_ASSISTANT_MANAGER_001,MLT_OUTLET_003_SPA_ASSISTANT_MANAGER_001,spa assistant manager,292.7448368101974,10,35,0.2857142857142857,1.0,83.904383714159,77.77777777777779,28.57142857142857,100.0,73.72048364439377,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00034,2017-02,MLT_OUTLET_003,St Julians,MLT_OUTLET_003_SPA_ATTENDANT_003,MLT_OUTLET_003_SPA_ATTENDANT_003,spa attendant,160.74483681019737,6,35,0.17142857142857143,1.0,31.38708575565405,33.33333333333333,17.142857142857142,100.0,39.316739064166384,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00035,2017-02,MLT_OUTLET_003,St Julians,MLT_OUTLET_003_SPA_ATTENDANT_002,MLT_OUTLET_003_SPA_ATTENDANT_002,spa attendant,156.74483681019737,6,35,0.17142857142857143,1.0,29.795652484184203,33.33333333333333,17.142857142857142,100.0,38.68016575557844,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00036,2017-02,MLT_OUTLET_003,St Julians,MLT_OUTLET_003_SPA_ATTENDANT_001,MLT_OUTLET_003_SPA_ATTENDANT_001,spa attendant,152.74483681019737,5,35,0.14285714285714285,1.0,28.204219212714353,22.22222222222222,14.285714285714285,100.0,34.69438609778416,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00037,2017-02,MLT_OUTLET_003,St Julians,MLT_OUTLET_003_SPA_MANAGER_001,MLT_OUTLET_003_SPA_MANAGER_001,spa manager,212.74483681019737,8,35,0.22857142857142856,1.0,52.07571828476206,55.55555555555556,22.857142857142858,100.0,54.29060477422229,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00038,2017-02,MLT_OUTLET_003,St Julians,MLT_OUTLET_003_SPA_RECEPTIONIST_003,MLT_OUTLET_003_SPA_RECEPTIONIST_003,spa receptionist,260.7448368101974,9,35,0.2571428571428571,1.0,71.17291754240023,66.66666666666666,25.71428571428571,100.0,65.2786908264839,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00039,2017-02,MLT_OUTLET_003,St Julians,MLT_OUTLET_003_SPA_RECEPTIONIST_002,MLT_OUTLET_003_SPA_RECEPTIONIST_002,spa receptionist,256.7448368101974,9,35,0.2571428571428571,1.0,69.58148427093037,66.66666666666666,25.71428571428571,100.0,64.64211751789595,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00040,2017-02,MLT_OUTLET_003,St Julians,MLT_OUTLET_003_SPA_RECEPTIONIST_001,MLT_OUTLET_003_SPA_RECEPTIONIST_001,spa receptionist,252.74483681019737,9,35,0.2571428571428571,1.0,67.99005099946052,66.66666666666666,25.71428571428571,100.0,64.00554420930801,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00041,2017-02,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_ASSISTANT_MANAGER_001,MLT_OUTLET_001_SPA_ASSISTANT_MANAGER_001,spa assistant manager,258.32462694553044,9,35,0.2571428571428571,1.0,70.2100169167576,66.66666666666666,25.71428571428571,100.0,64.89353057622685,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,protect_team_stability
SCS_00042,2017-02,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_ATTENDANT_003,MLT_OUTLET_001_SPA_ATTENDANT_003,spa attendant,126.32462694553044,5,35,0.14285714285714285,1.0,17.692718958252655,22.22222222222222,14.285714285714285,100.0,30.489785995999476,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,protect_team_stability
SCS_00043,2017-02,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_ATTENDANT_002,MLT_OUTLET_001_SPA_ATTENDANT_002,spa attendant,122.32462694553044,4,35,0.11428571428571428,1.0,16.101285686782806,11.11111111111111,11.428571428571429,100.0,26.504006338205187,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,protect_team_stability
SCS_00044,2017-02,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_ATTENDANT_001,MLT_OUTLET_001_SPA_ATTENDANT_001,spa attendant,118.32462694553044,4,35,0.11428571428571428,1.0,14.509852415312963,11.11111111111111,11.428571428571429,100.0,25.867433029617253,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,protect_team_stability
SCS_00045,2017-02,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_MANAGER_001,MLT_OUTLET_001_SPA_MANAGER_001,spa manager,178.32462694553044,6,35,0.17142857142857143,1.0,38.38135148736066,33.33333333333333,17.142857142857142,100.0,42.114445356849025,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,protect_team_stability
SCS_00046,2017-02,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_RECEPTIONIST_003,MLT_OUTLET_001_SPA_RECEPTIONIST_003,spa receptionist,226.3246269455304,8,35,0.22857142857142856,1.0,57.47855074499881,55.55555555555556,22.857142857142858,100.0,56.45173775831698,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,protect_team_stability
SCS_00047,2017-02,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_RECEPTIONIST_002,MLT_OUTLET_001_SPA_RECEPTIONIST_002,spa receptionist,222.3246269455304,8,35,0.22857142857142856,1.0,55.88711747352897,55.55555555555556,22.857142857142858,100.0,55.815164449729046,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,protect_team_stability
SCS_00048,2017-02,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_RECEPTIONIST_001,MLT_OUTLET_001_SPA_RECEPTIONIST_001,spa receptionist,218.3246269455304,8,35,0.22857142857142856,1.0,54.29568420205912,55.55555555555556,22.857142857142858,100.0,55.17859114114111,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,protect_team_stability
SCS_00049,2017-03,MLT_OUTLET_002,Sliema,MLT_OUTLET_002_SPA_ASSISTANT_MANAGER_001,MLT_OUTLET_002_SPA_ASSISTANT_MANAGER_001,spa assistant manager,293.7105558671605,10,35,0.2857142857142857,1.0,84.28860307369489,77.77777777777779,28.57142857142857,100.0,73.87417138820811,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00050,2017-03,MLT_OUTLET_002,Sliema,MLT_OUTLET_002_SPA_ATTENDANT_003,MLT_OUTLET_002_SPA_ATTENDANT_003,spa attendant,161.71055586716056,6,35,0.17142857142857143,1.0,31.77130511518998,33.33333333333333,17.142857142857142,100.0,39.47042680798075,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00051,2017-03,MLT_OUTLET_002,Sliema,MLT_OUTLET_002_SPA_ATTENDANT_002,MLT_OUTLET_002_SPA_ATTENDANT_002,spa attendant,157.71055586716056,6,35,0.17142857142857143,1.0,30.17987184372013,33.33333333333333,17.142857142857142,100.0,38.833853499392816,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00052,2017-03,MLT_OUTLET_002,Sliema,MLT_OUTLET_002_SPA_ATTENDANT_001,MLT_OUTLET_002_SPA_ATTENDANT_001,spa attendant,153.71055586716056,5,35,0.14285714285714285,1.0,28.588438572250286,22.22222222222222,14.285714285714285,100.0,34.848073841598534,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00053,2017-03,MLT_OUTLET_002,Sliema,MLT_OUTLET_002_SPA_MANAGER_001,MLT_OUTLET_002_SPA_MANAGER_001,spa manager,213.71055586716054,8,35,0.22857142857142856,1.0,52.45993764429798,55.55555555555556,22.857142857142858,100.0,54.44429251803665,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00054,2017-03,MLT_OUTLET_002,Sliema,MLT_OUTLET_002_SPA_RECEPTIONIST_003,MLT_OUTLET_002_SPA_RECEPTIONIST_003,spa receptionist,261.71055586716056,9,35,0.2571428571428571,1.0,71.55713690193613,66.66666666666666,25.71428571428571,100.0,65.43237857029825,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00055,2017-03,MLT_OUTLET_002,Sliema,MLT_OUTLET_002_SPA_RECEPTIONIST_002,MLT_OUTLET_002_SPA_RECEPTIONIST_002,spa receptionist,257.71055586716056,9,35,0.2571428571428571,1.0,69.9657036304663,66.66666666666666,25.71428571428571,100.0,64.79580526171033,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00056,2017-03,MLT_OUTLET_002,Sliema,MLT_OUTLET_002_SPA_RECEPTIONIST_001,MLT_OUTLET_002_SPA_RECEPTIONIST_001,spa receptionist,253.71055586716054,9,35,0.2571428571428571,1.0,68.37427035899644,66.66666666666666,25.71428571428571,100.0,64.15923195312239,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00057,2017-03,MLT_OUTLET_003,St Julians,MLT_OUTLET_003_SPA_ASSISTANT_MANAGER_001,MLT_OUTLET_003_SPA_ASSISTANT_MANAGER_001,spa assistant manager,292.56621454589555,10,35,0.2857142857142857,1.0,83.83331736055018,77.77777777777779,28.57142857142857,100.0,73.69205710295023,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00058,2017-03,MLT_OUTLET_003,St Julians,MLT_OUTLET_003_SPA_ATTENDANT_003,MLT_OUTLET_003_SPA_ATTENDANT_003,spa attendant,160.56621454589552,6,35,0.17142857142857143,1.0,31.316019402045235,33.33333333333333,17.142857142857142,100.0,39.288312522722855,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00059,2017-03,MLT_OUTLET_003,St Julians,MLT_OUTLET_003_SPA_ATTENDANT_002,MLT_OUTLET_003_SPA_ATTENDANT_002,spa attendant,156.56621454589552,6,35,0.17142857142857143,1.0,29.724586130575393,33.33333333333333,17.142857142857142,100.0,38.65173921413492,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00060,2017-03,MLT_OUTLET_003,St Julians,MLT_OUTLET_003_SPA_ATTENDANT_001,MLT_OUTLET_003_SPA_ATTENDANT_001,spa attendant,152.56621454589552,5,35,0.14285714285714285,1.0,28.133152859105543,22.22222222222222,14.285714285714285,100.0,34.66595955634063,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00061,2017-03,MLT_OUTLET_003,St Julians,MLT_OUTLET_003_SPA_MANAGER_001,MLT_OUTLET_003_SPA_MANAGER_001,spa manager,212.56621454589552,8,35,0.22857142857142856,1.0,52.00465193115325,55.55555555555556,22.857142857142858,100.0,54.26217823277876,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00062,2017-03,MLT_OUTLET_003,St Julians,MLT_OUTLET_003_SPA_RECEPTIONIST_003,MLT_OUTLET_003_SPA_RECEPTIONIST_003,spa receptionist,260.5662145458955,9,35,0.2571428571428571,1.0,71.10185118879139,66.66666666666666,25.71428571428571,100.0,65.25026428504036,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00063,2017-03,MLT_OUTLET_003,St Julians,MLT_OUTLET_003_SPA_RECEPTIONIST_002,MLT_OUTLET_003_SPA_RECEPTIONIST_002,spa receptionist,256.5662145458955,9,35,0.2571428571428571,1.0,69.51041791732155,66.66666666666666,25.71428571428571,100.0,64.61369097645243,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00064,2017-03,MLT_OUTLET_003,St Julians,MLT_OUTLET_003_SPA_RECEPTIONIST_001,MLT_OUTLET_003_SPA_RECEPTIONIST_001,spa receptionist,252.56621454589552,9,35,0.2571428571428571,1.0,67.91898464585172,66.66666666666666,25.71428571428571,100.0,63.97711766786449,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00065,2017-03,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_ASSISTANT_MANAGER_001,MLT_OUTLET_001_SPA_ASSISTANT_MANAGER_001,spa assistant manager,332.7618046133426,12,35,0.34285714285714286,1.0,99.8254672104747,100.0,34.285714285714285,100.0,86.78732974133274,1,Retail selling score reached reward threshold under the modeled commercial framework.,stable_controlled_growth
SCS_00066,2017-03,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_ATTENDANT_003,MLT_OUTLET_001_SPA_ATTENDANT_003,spa attendant,200.76180461334258,7,35,0.2,1.0,47.30816925196977,44.44444444444444,20.0,100.0,49.03437881189902,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00067,2017-03,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_ATTENDANT_002,MLT_OUTLET_001_SPA_ATTENDANT_002,spa attendant,196.76180461334258,7,35,0.2,1.0,45.71673598049993,44.44444444444444,20.0,100.0,48.39780550331108,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00068,2017-03,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_ATTENDANT_001,MLT_OUTLET_001_SPA_ATTENDANT_001,spa attendant,192.76180461334258,7,35,0.2,1.0,44.12530270903008,44.44444444444444,20.0,100.0,47.76123219472314,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00069,2017-03,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_MANAGER_001,MLT_OUTLET_001_SPA_MANAGER_001,spa manager,252.76180461334258,9,35,0.2571428571428571,1.0,67.99680178107778,66.66666666666666,25.71428571428571,100.0,64.00824452195492,0,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,stable_controlled_growth
SCS_00070,2017-03,MLT_OUTLET_001,Valletta,MLT_OUTLET_001_SPA_RECEPTIONIST_003,MLT_OUTLET_001_SPA_RECEPTIONIST_003,spa receptionist,300.7618046133426,11,35,0.3142857142857143,1.0,87.09400103871594,88.88888888888889,31.428571428571427,100.0,78.34553692342288,1,Retail selling score reached reward threshold under the modeled commercial framework.,stable_controlled_growth
