outlet_key,month_id,external_context_regime,growth_window_vs_control_window,roster_action_posture,external_demand_context_score_0_100,external_signal_confidence_score_0_100,external_internal_alignment_score_0_100,coverage_pressure_score_0_100,burnout_exposure_score_0_100,staffing_readiness_score_0_100,capacity_expansion_readiness_score_0_100,roster_risk_flag,recommended_roster_action,recommended_coverage_mode,recommended_capacity_posture,roster_decision_priority_score_0_100,roster_decision_priority_band,managerial_roster_reason
MLT_OUTLET_001,2018-08,supportive,growth_window,expand_selectively,82.9403184766895,,79.13,54.801898174847565,42.82500207843137,63.29,65.55,normal_watch,selective_capacity_increase,maintain_current_coverage,selective_capacity_increase,50.3309437459937,low,burnout exposure is manageable; coverage pressure is still within manageable range; external demand context is supportive; external regime reads as supportive; monthly management context reads as growth_window; recommended action: selective_capacity_increase
MLT_OUTLET_001,2018-09,supportive,growth_window,expand_selectively,69.73559382408303,,80.64,40.783512747818655,32.877622352941174,75.96,70.26,normal_watch,selective_capacity_increase,selective_flexible_support,selective_capacity_increase,40.21434578496857,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is supportive; external regime reads as supportive; monthly management context reads as growth_window; recommended action: selective_capacity_increase
MLT_OUTLET_001,2018-10,supportive,growth_window,expand_selectively,67.37599654132563,,79.71,38.31311100655384,30.091231411764703,76.94,70.73,normal_watch,selective_capacity_increase,selective_flexible_support,selective_capacity_increase,38.52006779192883,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is supportive; external regime reads as supportive; monthly management context reads as growth_window; recommended action: selective_capacity_increase
MLT_OUTLET_001,2018-11,neutral,growth_window,expand_selectively,47.84489971208834,,95.39,35.05139139467497,28.020980588235293,78.41,66.26,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,33.213454338999725,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external regime reads as neutral; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2018-12,neutral,hold_and_optimize,maintain_capacity_optimize_controls,37.75413105474488,,82.96,45.61243136393586,36.66379333333334,71.24,57.48,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,38.050071150402815,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as neutral; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2019-01,soft,growth_window,expand_selectively,32.6760702966948,,90.16,34.446365102562254,27.663901411764705,79.51,62.29,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,30.679267362204357,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2019-02,neutral,growth_window,expand_selectively,37.46140770057762,,92.4,36.41162437755444,29.62990647058824,76.82,62.06,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,32.74858770974406,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as neutral; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2019-03,neutral,hold_and_optimize,maintain_capacity_optimize_controls,49.230164868744886,,95.69,44.57535840716179,38.10346215686275,68.95,59.95,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,39.76229708655388,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external regime reads as neutral; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2019-04,neutral,growth_window,expand_selectively,63.65741887807096,,93.59,49.55275473390046,42.031085058823535,66.42,61.93,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,44.616251734159,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external regime reads as neutral; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2019-05,neutral,growth_window,expand_selectively,64.18038538078095,,95.5,55.07628581287884,41.785337137254906,63.8,60.24,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,46.327401666182936,low,burnout exposure is manageable; coverage pressure is still within manageable range; external regime reads as neutral; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2019-06,supportive,growth_window,expand_selectively,68.56161230529696,,82.56,41.20802631439702,33.938466235294115,74.74,69.19,normal_watch,selective_capacity_increase,selective_flexible_support,selective_capacity_increase,40.524120970997615,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is supportive; external regime reads as supportive; monthly management context reads as growth_window; recommended action: selective_capacity_increase
MLT_OUTLET_001,2019-07,supportive,growth_window,expand_selectively,79.55654853598824,,81.57,51.56037814046357,43.1480751372549,64.46,65.44,normal_watch,selective_capacity_increase,maintain_current_coverage,selective_capacity_increase,48.78950036274134,low,burnout exposure is manageable; coverage pressure is still within manageable range; external demand context is supportive; external regime reads as supportive; monthly management context reads as growth_window; recommended action: selective_capacity_increase
MLT_OUTLET_001,2019-08,supportive,growth_window,expand_selectively,81.95025857469005,,78.39,50.8371912449666,42.91407643137255,64.68,66.39,normal_watch,selective_capacity_increase,maintain_current_coverage,selective_capacity_increase,49.06030525020584,low,burnout exposure is manageable; coverage pressure is still within manageable range; external demand context is supportive; external regime reads as supportive; monthly management context reads as growth_window; recommended action: selective_capacity_increase
MLT_OUTLET_001,2019-09,supportive,growth_window,expand_selectively,68.14292311128443,,91.46,52.70531377721451,42.934699411764704,64.59,61.93,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,46.70558726005273,low,burnout exposure is manageable; coverage pressure is still within manageable range; external demand context is supportive; external regime reads as supportive; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2019-10,supportive,growth_window,expand_selectively,67.49700705451794,,88.74,48.83572550256518,40.54045439215686,66.99,63.64,normal_watch,maintain_capacity,selective_flexible_support,maintain_capacity,44.843137389848,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is supportive; external regime reads as supportive; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2019-11,neutral,growth_window,expand_selectively,48.82971702212159,,97.1,41.71424228848313,34.77292317647059,72.77,62.28,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,37.45087649741507,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external regime reads as neutral; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2019-12,neutral,growth_window,expand_selectively,39.98862429359664,,90.28,39.99995469544865,33.232516705882354,75.48,61.2,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,35.12821913898552,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as neutral; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2020-01,neutral,growth_window,expand_selectively,34.93110300544152,,98.68,29.243027888446218,23.992651176470588,81.3,65.01,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,28.252856414071665,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as neutral; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2020-02,neutral,growth_window,expand_selectively,41.46085902382938,,98.95,34.447861935957405,27.61380623529412,78.3,64.45,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,31.844505439016178,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as neutral; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2020-03,soft,hold_and_optimize,maintain_capacity_optimize_controls,16.751445842229582,,81.25,28.925281869839065,22.53055376470589,80.44,59.48,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,26.09095629535491,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2020-04,soft,hold_and_optimize,maintain_capacity_optimize_controls,0.0,,60.97,33.24761759388407,24.517324,78.68,52.81,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,26.280988318776814,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2020-05,soft,hold_and_optimize,maintain_capacity_optimize_controls,0.1076526761277497,,60.3,33.81858710099814,26.637254117647057,77.08,51.8,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,27.26569877895459,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2020-06,soft,hold_and_optimize,maintain_capacity_optimize_controls,1.9869423551877603,,66.36,28.80191690198909,23.397934,79.58,54.6,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,24.89235865143537,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2020-07,soft,hold_and_optimize,maintain_capacity_optimize_controls,20.347145767756047,,81.45,32.75307030644623,25.72361658823529,77.98,58.52,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,28.717266532487518,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2020-08,neutral,growth_window,expand_selectively,35.343903260533125,,96.26,31.385996377818675,26.31396117647059,78.81,63.47,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,29.95377216296448,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as neutral; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2020-09,soft,hold_and_optimize,maintain_capacity_optimize_controls,19.99955473876452,,79.45,35.03616958942613,29.119651921568625,75.56,56.6,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,30.534575249951853,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2020-10,soft,hold_and_optimize,maintain_capacity_optimize_controls,16.000390680825973,,78.39,31.7735891478678,24.669718470588236,78.65,57.79,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,27.603239659856406,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2020-11,soft,hold_and_optimize,maintain_capacity_optimize_controls,6.766319003821347,,70.31,29.04341611156832,25.360840823529408,80.95,56.25,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,25.638615187783817,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2020-12,soft,hold_and_optimize,maintain_capacity_optimize_controls,7.757240701760433,,71.98,30.13448284365098,23.98625305882353,79.91,56.17,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,25.864595320846988,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2021-01,soft,hold_and_optimize,maintain_capacity_optimize_controls,6.219581296442722,,66.34,32.31013332701826,25.928122588235297,79.71,55.01,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,26.866567442339257,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2021-02,soft,hold_and_optimize,maintain_capacity_optimize_controls,8.293995939504798,,74.01,27.6,22.87915105882353,80.98,57.31,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,24.810629399665665,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2021-03,soft,hold_and_optimize,maintain_capacity_optimize_controls,4.883653957331047,,69.51,28.939953407897736,22.05423270588235,81.99,56.61,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,24.41006801422223,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2021-04,soft,hold_and_optimize,maintain_capacity_optimize_controls,4.162187123188702,,69.37,28.27380642400152,22.334601764705884,81.51,56.26,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,24.32011906237922,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2021-05,soft,hold_and_optimize,maintain_capacity_optimize_controls,9.37878157853726,,68.95,32.582282767467426,26.86085988235294,78.29,55.21,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,27.79188484567152,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2021-06,soft,growth_window,expand_selectively,26.853561479445087,,91.26,28.727599278799552,23.51001105882353,80.75,62.52,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,27.264734363413634,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2021-07,neutral,growth_window,expand_selectively,44.9988904377277,,96.67,33.36079327105232,28.427407176470588,77.55,65.25,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,32.60391817705012,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as neutral; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2021-08,neutral,growth_window,expand_selectively,56.03275111835977,,88.02,35.0100968548272,30.90381917647059,77.52,67.93,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,35.670833429931506,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external regime reads as neutral; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2021-09,neutral,growth_window,expand_selectively,52.19244477862976,,85.71,30.250769267815684,26.160787647058825,79.22,68.88,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,32.72030033870085,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external regime reads as neutral; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2021-10,neutral,growth_window,expand_selectively,50.34762693715569,,89.39,33.6416720536846,25.586339176470588,78.36,67.56,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,33.057627633462175,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external regime reads as neutral; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2021-11,neutral,growth_window,expand_selectively,34.5996706503184,,98.9,30.1,23.83755905882353,80.44,64.47,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,28.525945941828386,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as neutral; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2021-12,soft,growth_window,expand_selectively,23.262888696899907,,85.85,30.258358847997663,24.495711294117648,81.06,61.19,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,27.473391767803047,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2022-01,soft,hold_and_optimize,maintain_capacity_optimize_controls,16.555243633302954,,79.7,30.085951966393065,23.24484447058824,81.3,59.49,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,26.373708014056852,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2022-02,soft,growth_window,expand_selectively,23.966257816309632,,85.79,30.50003111279124,26.267379647058824,79.48,60.47,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,28.36473371523194,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2022-03,soft,hold_and_optimize,maintain_capacity_optimize_controls,31.380934632059816,,86.48,35.64501218775438,31.62574235294117,76.04,59.74,normal_watch,hold_capacity_optimize_controls,maintain_current_coverage,hold_capacity_optimize_mix,32.53933783455108,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is soft; external regime reads as soft; monthly management context reads as hold_and_optimize; recommended action: hold_capacity_optimize_controls
MLT_OUTLET_001,2022-04,neutral,growth_window,expand_selectively,49.06635182388338,,98.23,37.754770123299934,32.63588458823529,75.67,64.43,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,35.46490130708372,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external regime reads as neutral; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2022-05,neutral,growth_window,expand_selectively,52.77307979296789,,88.44,32.79835878486495,28.753403529411763,77.8,67.72,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,34.11496842144892,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external regime reads as neutral; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2022-06,neutral,growth_window,expand_selectively,58.80012151322749,,91.65,44.39037795951588,33.28368792156863,71.87,64.74,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,39.72083747886239,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external regime reads as neutral; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2022-07,supportive,growth_window,expand_selectively,70.391779615797,,87.79,48.94062097902098,42.01754749019608,64.99,63.47,normal_watch,maintain_capacity,maintain_current_coverage,maintain_capacity,46.11148961700282,low,burnout exposure is manageable; coverage pressure is still within manageable range; external demand context is supportive; external regime reads as supportive; monthly management context reads as growth_window; recommended action: maintain_capacity
MLT_OUTLET_001,2022-08,supportive,growth_window,expand_selectively,77.8723838209303,,73.23,43.0282777103275,34.03746670588235,73.19,71.08,normal_watch,selective_capacity_increase,selective_flexible_support,selective_capacity_increase,43.185625647428026,low,burnout exposure is manageable; coverage pressure is still within manageable range; staffing readiness is supportive; external demand context is supportive; external regime reads as supportive; monthly management context reads as growth_window; recommended action: selective_capacity_increase
