therapist_performance_id,month_id,outlet_id,outlet_name,therapist_id,therapist_name,therapist_count_within_outlet_month,therapist_consistency_score_0_100,service_quality_guardrail_score_0_100,treatment_upsell_revenue_eur,upsell_treatment_count,upsell_attach_rate,retail_revenue_eur,upsell_score_0_100,total_commercial_score_0_100,bonus_reward_eligibility_flag,commercial_reward_reason,therapist_rank_within_outlet_month,therapist_reverse_rank_within_outlet_month,top_group_cutoff,bottom_group_cutoff,top3_therapist_flag,bottom3_therapist_flag,refresh_training_required_flag,refresh_training_reason,coaching_action_recommendation,management_signal
TPF_00011,2017-02,MLT_OUTLET_001,Valletta,TH_001,Therapist A,2,73.18,78.8657183764706,46.16695783529411,2.0,0.14285714285714285,14.746478917647057,52.142366754519074,61.6093017149855,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,protect_team_stability
TPF_00012,2017-02,MLT_OUTLET_001,Valletta,TH_002,Therapist B,2,72.31,77.1802739882353,39.62103198431373,2.0,0.14285714285714285,11.809215992156865,39.01482570160095,53.99765413588052,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency",protect_team_stability
TPF_00013,2017-03,MLT_OUTLET_002,Sliema,TH_003,Therapist C,2,74.11,81.57378411764707,54.163878823529416,2.0,0.11764705882352941,17.783489411764705,66.68918481780464,70.02855164979255,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00014,2017-03,MLT_OUTLET_002,Sliema,TH_004,Therapist D,2,74.63,82.19426461176472,46.225519482352944,2.0,0.13333333333333333,14.747409741176472,52.63888611253664,62.53488736189516,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,stable_controlled_growth
TPF_00015,2017-03,MLT_OUTLET_003,St Julians,TH_005,Therapist E,2,73.42,81.72196410588235,50.01795214117647,2.0,0.13333333333333333,16.196576070588236,59.5010880289237,65.76459841590804,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00016,2017-03,MLT_OUTLET_003,St Julians,TH_006,Therapist F,2,72.76,78.59693049411766,47.39074065882353,2.0,0.125,15.140320329411761,53.754505517802606,62.30697803479144,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,stable_controlled_growth
TPF_00017,2017-03,MLT_OUTLET_001,Valletta,TH_001,Therapist A,2,74.29,79.84971152941176,49.79144870588236,2.0,0.11764705882352941,15.938174352941175,58.01035859747319,65.33619722861026,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00018,2017-03,MLT_OUTLET_001,Valletta,TH_002,Therapist B,2,73.52,80.4740602235294,47.13724696470589,2.0,0.13333333333333333,15.115673482352943,54.00296841046417,62.78563262575529,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,stable_controlled_growth
TPF_00019,2017-04,MLT_OUTLET_002,Sliema,TH_003,Therapist C,2,71.75,78.28351469411766,54.707686258823536,2.0,0.1111111111111111,17.806943129411767,66.53419010571628,68.88130455814397,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00020,2017-04,MLT_OUTLET_002,Sliema,TH_004,Therapist D,2,72.26,78.20842515294119,44.28956687058824,2.0,0.13333333333333333,13.946783435294119,48.18119676419603,59.01665822030782,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,stable_controlled_growth
TPF_00021,2017-04,MLT_OUTLET_003,St Julians,TH_005,Therapist E,2,73.45,79.33449214117647,47.743656188235306,2.0,0.14285714285714285,15.337628094117647,55.10797819487342,63.36188800718038,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00022,2017-04,MLT_OUTLET_003,St Julians,TH_006,Therapist F,2,72.39,78.51970899999999,44.98211200000001,2.0,0.125,14.100006000000002,49.105400020302795,59.58347001116654,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,stable_controlled_growth
TPF_00023,2017-04,MLT_OUTLET_001,Valletta,TH_001,Therapist A,2,74.8,82.2653244,45.4740992,2.0,0.14285714285714285,14.4251496,51.44973640688483,61.95735502378666,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00024,2017-04,MLT_OUTLET_001,Valletta,TH_002,Therapist B,2,74.14,81.32656111764706,44.37991482352941,2.0,0.14285714285714285,14.011607411764704,49.26306695295141,60.45768682412328,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,stable_controlled_growth
TPF_00025,2017-05,MLT_OUTLET_002,Sliema,TH_003,Therapist C,2,73.88,79.94978645882354,52.62604861176471,2.0,0.11764705882352941,17.165724305882353,63.489351498177165,68.16514332399746,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,protect_team_stability
TPF_00026,2017-05,MLT_OUTLET_002,Sliema,TH_004,Therapist D,2,73.02,78.54196667058824,40.837955560784316,2.0,0.13333333333333333,12.221277780392153,41.18624186292503,55.51143302460877,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,protect_team_stability
TPF_00027,2017-05,MLT_OUTLET_003,St Julians,TH_005,Therapist E,2,74.82,81.08482849411764,49.67010465882353,2.0,0.13333333333333333,15.924852329411765,58.486300084427576,65.83646504643517,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00028,2017-05,MLT_OUTLET_003,St Julians,TH_006,Therapist F,2,72.22,80.16780567058824,43.647240894117644,2.0,0.15384615384615385,13.827470447058824,48.134169318780366,58.972793125329204,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,stable_controlled_growth
TPF_00029,2017-05,MLT_OUTLET_001,Valletta,TH_001,Therapist A,2,73.26,79.7644513529412,47.75026847058824,2.0,0.11764705882352941,15.15573423529412,54.244636592038376,62.80155012562112,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00030,2017-05,MLT_OUTLET_001,Valletta,TH_002,Therapist B,2,73.41,78.31059824705883,44.902964329411766,2.0,0.13333333333333333,14.203032164705885,49.366073238456764,60.18584028115122,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,stable_controlled_growth
TPF_00031,2017-06,MLT_OUTLET_002,Sliema,TH_003,Therapist C,2,73.29,75.94440352941177,46.018204705882354,2.0,0.11764705882352941,14.033002352941178,49.475700471412026,60.192135259276625,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,protect_team_stability
TPF_00032,2017-06,MLT_OUTLET_002,Sliema,TH_004,Therapist D,2,71.0,77.39079748235295,40.30672997647059,2.0,0.15384615384615385,12.441464988235294,41.25438329616626,54.63991081289144,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency",protect_team_stability
TPF_00033,2017-06,MLT_OUTLET_003,St Julians,TH_005,Therapist E,2,71.88,77.60346776470588,43.203290352941174,2.0,0.15384615384615385,13.18454517647059,45.95694617984918,57.622320398917054,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,protect_team_stability
TPF_00034,2017-06,MLT_OUTLET_003,St Julians,TH_006,Therapist F,2,70.04,75.90527307058824,38.717197427450984,2.0,0.15384615384615385,11.65764871372549,37.72466598030376,52.26656628916707,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency",protect_team_stability
TPF_00035,2017-06,MLT_OUTLET_001,Valletta,TH_001,Therapist A,2,74.26,80.20673542352941,49.71148056470588,2.0,0.13333333333333333,16.05849028235294,58.598191908227506,65.64600554952514,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00036,2017-06,MLT_OUTLET_001,Valletta,TH_002,Therapist B,2,74.36,79.4982856,47.9648808,2.0,0.125,15.287690399999999,54.85860679648151,63.634233738064836,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,stable_controlled_growth
TPF_00037,2017-07,MLT_OUTLET_002,Sliema,TH_003,Therapist C,2,73.96,78.52330134117646,47.2769017882353,2.0,0.13333333333333333,15.016400894117648,53.594863081130605,62.759174694621834,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,protect_team_stability
TPF_00038,2017-07,MLT_OUTLET_002,Sliema,TH_004,Therapist D,2,73.1,77.85951316470589,36.74668421960784,2.0,0.14285714285714285,10.579042109803922,33.641349325914376,51.397742129252904,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency",protect_team_stability
TPF_00039,2017-07,MLT_OUTLET_003,St Julians,TH_005,Therapist E,2,74.65,76.13205325882353,42.684737678431375,2.0,0.125,12.633168839215687,43.35592199805328,57.43825709892931,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,protect_team_stability
TPF_00040,2017-07,MLT_OUTLET_003,St Julians,TH_006,Therapist F,2,71.79,76.75245443529411,41.958772580392164,2.0,0.125,12.52013629019608,42.4435328871694,55.64944308794317,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,protect_team_stability
TPF_00041,2017-07,MLT_OUTLET_001,Valletta,TH_002,Therapist B,2,72.32,77.04487287058824,46.12833049411764,2.0,0.13333333333333333,14.482815247058824,51.02222750008171,60.60622512504494,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,protect_team_stability
TPF_00042,2017-07,MLT_OUTLET_001,Valletta,TH_001,Therapist A,2,73.03,74.69701160000001,42.08818213333334,2.0,0.14285714285714285,12.429041066666667,42.46384307867899,56.218613693273454,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,protect_team_stability
TPF_00043,2017-08,MLT_OUTLET_002,Sliema,TH_003,Therapist C,2,75.37,80.90720083529413,49.31593444705882,2.0,0.125,15.778067223529414,57.57220527651302,65.58121290208217,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00044,2017-08,MLT_OUTLET_002,Sliema,TH_004,Therapist D,2,73.12,76.53679977647059,44.33923303529412,2.0,0.13333333333333333,13.865166517647058,47.75731243474854,59.1705218391117,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,stable_controlled_growth
TPF_00045,2017-08,MLT_OUTLET_003,St Julians,TH_005,Therapist E,2,73.76,81.70669302352941,45.718257364705885,2.0,0.14285714285714285,14.53382868235294,51.81350648734757,61.689428568041166,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,protect_team_stability
TPF_00046,2017-08,MLT_OUTLET_003,St Julians,TH_006,Therapist F,2,73.37,74.65559511764707,40.41996015686274,2.0,0.13333333333333333,11.980530078431373,39.496702596839775,54.73968642826188,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency",protect_team_stability
TPF_00047,2017-08,MLT_OUTLET_001,Valletta,TH_001,Therapist A,2,72.43,78.29597600000001,48.488468000000005,2.0,0.125,15.349083999999998,55.32952647238983,63.024739559814414,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,protect_team_stability
TPF_00048,2017-08,MLT_OUTLET_001,Valletta,TH_002,Therapist B,2,73.55,77.92441089411764,42.1892145254902,2.0,0.14285714285714285,12.833507262745098,43.95171872992185,57.27094530145702,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,protect_team_stability
TPF_00049,2017-09,MLT_OUTLET_002,Sliema,TH_003,Therapist C,2,72.4,78.43307591764706,51.200101223529416,2.0,0.13333333333333333,16.636450611764708,60.99050964006711,66.12478030203692,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00050,2017-09,MLT_OUTLET_002,Sliema,TH_004,Therapist D,2,73.76,81.12498381176471,42.59664508235295,2.0,0.14285714285714285,13.331622541176472,45.95418897885861,58.46680393837224,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,stable_controlled_growth
TPF_00051,2017-09,MLT_OUTLET_003,St Julians,TH_005,Therapist E,2,71.16,76.73759462352942,47.312126164705894,2.0,0.15384615384615385,15.134463082352942,54.003016882774816,61.72365928552615,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00052,2017-09,MLT_OUTLET_003,St Julians,TH_006,Therapist F,2,71.78,78.46538007058824,43.29084009411764,2.0,0.14285714285714285,13.553820047058823,46.61831799457135,57.941074897014246,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,stable_controlled_growth
TPF_00053,2017-09,MLT_OUTLET_001,Valletta,TH_001,Therapist A,2,72.29,77.66634780000001,43.962130400000014,2.0,0.15384615384615385,13.799165200000001,47.9445621573607,58.90000918654839,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00054,2017-09,MLT_OUTLET_001,Valletta,TH_002,Therapist B,2,71.18,76.69645475294118,41.706439670588246,2.0,0.15384615384615385,12.937269835294117,43.61293984007499,56.01811691204125,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,stable_controlled_growth
TPF_00055,2017-10,MLT_OUTLET_002,Sliema,TH_003,Therapist C,2,70.67,77.65738592941176,55.60234790588236,3.0,0.17647058823529413,18.416023952941178,70.163977584989,70.39168767174395,1,"Therapist met upsell, retail, and service-quality guardrail threshold for bonus reward.",1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect and reward top performer; consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00056,2017-10,MLT_OUTLET_002,Sliema,TH_004,Therapist D,2,69.73,76.52099031764706,40.464320423529415,2.0,0.16666666666666666,12.441960211764707,41.58275100165862,54.24901305091225,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency",stable_controlled_growth
TPF_00057,2017-10,MLT_OUTLET_003,St Julians,TH_005,Therapist E,2,74.37,81.0703051764706,48.25424023529411,2.0,0.13333333333333333,15.547370117647061,56.17992523393208,64.36545887866265,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00058,2017-10,MLT_OUTLET_003,St Julians,TH_006,Therapist F,2,74.31,81.90447074117648,46.5419609882353,2.0,0.125,14.817280494117647,52.86137970935994,62.51325884014797,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,stable_controlled_growth
TPF_00059,2017-10,MLT_OUTLET_001,Valletta,TH_001,Therapist A,2,71.83,77.7611738235294,48.44273176470589,2.0,0.125,15.502315882352939,55.44525427630496,62.81838985196774,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00060,2017-10,MLT_OUTLET_001,Valletta,TH_002,Therapist B,2,72.49,78.7783653882353,45.985820517647056,2.0,0.13333333333333333,14.58151025882353,51.382564303694025,60.88091036703172,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement,stable_controlled_growth
TPF_00061,2017-11,MLT_OUTLET_002,Sliema,TH_003,Therapist C,2,74.76,80.55396641176472,48.50762188235294,2.0,0.14285714285714285,15.669210941176472,56.824476265054294,64.89546194577987,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00062,2017-11,MLT_OUTLET_002,Sliema,TH_004,Therapist D,2,69.33,76.68301885882353,40.044191811764705,2.0,0.15384615384615385,12.421445905882354,40.77545862880033,53.62500224584018,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency",stable_controlled_growth
TPF_00063,2017-11,MLT_OUTLET_003,St Julians,TH_005,Therapist E,2,71.68,80.11197296470588,48.32146395294117,2.0,0.14285714285714285,15.692581976470585,56.56432609116486,63.36637935014068,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
TPF_00064,2017-11,MLT_OUTLET_003,St Julians,TH_006,Therapist F,2,68.89,76.26970895294119,39.074445270588235,2.0,0.16666666666666666,12.00827263529412,39.15792019782814,52.53735610880548,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,2,1,1,1,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency",stable_controlled_growth
TPF_00065,2017-11,MLT_OUTLET_001,Valletta,TH_001,Therapist A,2,71.69,76.68548456470589,49.336812752941185,2.0,0.11764705882352941,15.784156376470586,56.57894435346783,63.37891939440731,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,2,1,1,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution,stable_controlled_growth
