period_month,outlet_id,therapist_id,roster_integrity_score_0_100,roster_integrity_band,burnout_risk_score_0_100,burnout_risk_band,burnout_primary_driver,managerial_action_hint,overtime_hours,workload_density_ratio,max_consecutive_workdays,day_off_regularity_ratio,schedule_stability_score_0_100,burnout_exposure_days
2017-06-01,MLT_OUTLET_001,TH_001,98.293984,strong,27.535097176470586,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.803052,4,1.0,94.6687,0
2017-06-01,MLT_OUTLET_001,TH_002,94.137344,strong,30.358096,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.904876,4,1.0,91.1092,0
2017-06-01,MLT_OUTLET_002,TH_003,72.77846666666667,healthy,52.13397647058824,elevated,consecutive_workdays,Monitor therapist load concentration and preserve day-off discipline before escalation.,5.7652,0.930018,7,1.0,67.52,1
2017-06-01,MLT_OUTLET_002,TH_004,95.253184,strong,29.741350117647055,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.763355,5,1.0,85.1662,0
2017-06-01,MLT_OUTLET_003,TH_005,83.55135666666668,healthy,45.443548235294124,elevated,consecutive_workdays,Monitor therapist load concentration and preserve day-off discipline before escalation.,1.8955,0.917753,7,1.0,77.872,1
2017-06-01,MLT_OUTLET_003,TH_006,90.01316733333334,strong,38.1515128627451,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,2.8903,0.842232,6,1.0,79.3287,0
2017-07-01,MLT_OUTLET_001,TH_001,65.81793400000001,watchlist,59.09658933333333,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,7.0565,1.06,8,1.0,58.1562,1
2017-07-01,MLT_OUTLET_001,TH_002,91.542336,strong,35.34084752941176,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.886058,6,1.0,79.2298,0
2017-07-01,MLT_OUTLET_002,TH_003,89.847616,strong,31.737991058823532,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.872561,4,1.0,73.2738,0
2017-07-01,MLT_OUTLET_002,TH_004,77.47116933333334,healthy,48.47657890196077,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,2.9202,0.966101,7,1.0,73.4623,1
2017-07-01,MLT_OUTLET_003,TH_005,69.29067133333334,watchlist,56.65631160784313,elevated,consecutive_workdays,Monitor therapist load concentration and preserve day-off discipline before escalation.,8.4999,0.946218,7,1.0,63.3959,1
2017-07-01,MLT_OUTLET_003,TH_006,80.04643800000001,healthy,48.83363709803921,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,1.8809,0.998725,7,1.0,65.3359,1
2017-08-01,MLT_OUTLET_001,TH_001,93.69024,strong,36.29016,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.93177,6,1.0,80.282,0
2017-08-01,MLT_OUTLET_001,TH_002,87.39867733333335,strong,43.51392737254902,guarded,dense_booking_load,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.961425,7,1.0,81.4542,1
2017-08-01,MLT_OUTLET_002,TH_003,92.913824,strong,32.715327764705876,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.905735,5,1.0,88.3007,0
2017-08-01,MLT_OUTLET_002,TH_004,98.453664,strong,32.10133482352941,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.829662,6,1.0,95.1677,0
2017-08-01,MLT_OUTLET_003,TH_005,91.799008,strong,28.688713176470586,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.774067,4,1.0,79.3719,0
2017-08-01,MLT_OUTLET_003,TH_006,76.57374000000002,healthy,49.03269921568627,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,1.973,0.988852,7,1.0,62.7645,1
2017-09-01,MLT_OUTLET_001,TH_001,97.560672,strong,31.534347999999998,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.876333,5,1.0,92.3771,0
2017-09-01,MLT_OUTLET_001,TH_002,93.578176,strong,31.830301647058825,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.860426,5,1.0,86.7918,0
2017-09-01,MLT_OUTLET_002,TH_003,97.894432,strong,28.339493882352937,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.745871,5,1.0,93.4201,0
2017-09-01,MLT_OUTLET_002,TH_004,93.665856,strong,26.84677458823529,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.719851,4,1.0,84.0908,0
2017-09-01,MLT_OUTLET_003,TH_005,91.62659200000002,strong,29.629369176470586,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.726297,5,1.0,78.8331,0
2017-09-01,MLT_OUTLET_003,TH_006,92.555264,strong,28.930799529411765,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.707915,5,1.0,81.0502,0
2017-10-01,MLT_OUTLET_001,TH_001,94.6488,strong,29.148841176470587,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.728541,5,1.0,83.2775,0
2017-10-01,MLT_OUTLET_001,TH_002,92.633152,strong,28.880897411764707,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.795529,4,1.0,81.9786,0
2017-10-01,MLT_OUTLET_002,TH_003,95.662976,strong,24.480760470588233,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.720034,3,1.0,87.1768,0
2017-10-01,MLT_OUTLET_002,TH_004,88.65788800000001,strong,33.70339788235294,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.888008,5,1.0,76.5909,0
2017-10-01,MLT_OUTLET_003,TH_005,89.92616000000001,strong,24.96129882352941,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.657758,3,0.875,81.378,0
2017-10-01,MLT_OUTLET_003,TH_006,97.245472,strong,26.54019505882353,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.659058,5,1.0,91.3921,0
2017-11-01,MLT_OUTLET_001,TH_001,90.883472,strong,30.153436235294116,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.714705,5,0.875,82.6096,0
2017-11-01,MLT_OUTLET_001,TH_002,88.37720000000002,strong,27.75688823529412,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.753669,3,0.875,76.8875,0
2017-11-01,MLT_OUTLET_002,TH_003,94.58768,strong,25.426890588235292,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.685392,4,1.0,89.1665,0
2017-11-01,MLT_OUTLET_002,TH_004,98.350432,strong,25.95654094117647,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.736863,4,1.0,94.8451,0
2017-11-01,MLT_OUTLET_003,TH_005,96.276288,strong,22.000180235294117,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.620661,3,1.0,88.3634,0
2017-11-01,MLT_OUTLET_003,TH_006,91.19798400000002,strong,29.325273647058822,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.706542,5,1.0,77.4937,0
2017-12-01,MLT_OUTLET_001,TH_001,70.37223666666668,healthy,50.40586235294118,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,2.9299,0.982731,7,1.0,60.7535,1
2017-12-01,MLT_OUTLET_001,TH_002,91.125888,strong,33.57500376470588,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.917958,5,1.0,83.5334,0
2017-12-01,MLT_OUTLET_002,TH_003,77.07214533333334,healthy,50.66348643137255,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,5.2026,0.987624,6,1.0,68.1516,1
2017-12-01,MLT_OUTLET_002,TH_004,84.54760666666667,healthy,43.84424235294118,guarded,dense_booking_load,Routine monitoring sufficient; current workload is broadly sustainable.,2.0194,0.95446,6,1.0,83.107,1
2017-12-01,MLT_OUTLET_003,TH_005,93.8544,strong,30.270811764705883,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.774835,5,1.0,83.005,0
2017-12-01,MLT_OUTLET_003,TH_006,94.138176,strong,28.328631058823532,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.770544,4,1.0,81.6818,0
2018-01-01,MLT_OUTLET_001,TH_001,94.594048,strong,25.715090823529415,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.717479,4,1.0,93.0564,0
2018-01-01,MLT_OUTLET_001,TH_002,90.429504,strong,31.11768894117647,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.770472,5,1.0,75.0922,0
2018-01-01,MLT_OUTLET_002,TH_003,87.36793600000001,strong,28.625594588235295,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.657359,4,0.75,77.8473,0
2018-01-01,MLT_OUTLET_002,TH_004,93.712256,strong,22.502868705882356,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.64191,3,1.0,88.3408,0
2018-01-01,MLT_OUTLET_003,TH_005,87.04619199999999,strong,28.543798588235298,guarded,dayoff_instability,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.615692,4,0.625,80.7756,0
2018-01-01,MLT_OUTLET_003,TH_006,88.248,strong,25.96744705882353,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.613855,4,1.0,70.635,0
2018-02-01,MLT_OUTLET_001,TH_001,84.408896,healthy,29.070628705882356,guarded,dayoff_instability,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.678919,3,0.5,82.5328,0
2018-02-01,MLT_OUTLET_001,TH_002,95.43904,strong,27.674724705882355,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.784625,4,1.0,89.892,0
2018-02-01,MLT_OUTLET_002,TH_003,88.14361600000001,strong,30.167755764705884,guarded,dayoff_instability,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.652231,4,0.5,84.8238,0
2018-02-01,MLT_OUTLET_002,TH_004,97.39936,strong,23.98554588235294,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.732067,3,1.0,93.663,0
2018-02-01,MLT_OUTLET_003,TH_005,87.38672000000001,strong,26.447315294117647,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.643018,3,0.75,76.521,0
2018-02-01,MLT_OUTLET_003,TH_006,93.394944,strong,30.34974305882353,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.711367,6,1.0,86.5692,0
2018-03-01,MLT_OUTLET_001,TH_001,94.552576,strong,27.353784,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.766139,4,1.0,88.9418,0
2018-03-01,MLT_OUTLET_001,TH_002,91.48150400000002,strong,32.92100070588235,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.863879,5,1.0,78.3797,0
2018-03-01,MLT_OUTLET_002,TH_003,96.265408,strong,27.541483764705884,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.770993,4,1.0,88.3294,0
2018-03-01,MLT_OUTLET_002,TH_004,96.73568,strong,23.335037647058822,low,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.684714,3,1.0,89.799,0
2018-03-01,MLT_OUTLET_003,TH_005,94.630608,strong,27.728048470588234,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.727633,4,0.875,88.6894,0
2018-03-01,MLT_OUTLET_003,TH_006,97.382624,strong,25.9486454117647,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.636103,5,1.0,91.8207,0
2018-04-01,MLT_OUTLET_001,TH_001,93.091616,strong,30.096008705882355,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.767336,5,1.0,82.9913,0
2018-04-01,MLT_OUTLET_001,TH_002,93.982944,strong,32.29346658823529,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.872358,5,1.0,85.2717,0
2018-04-01,MLT_OUTLET_002,TH_003,94.215168,strong,28.555441411764704,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.798623,4,1.0,85.2974,0
2018-04-01,MLT_OUTLET_002,TH_004,95.050592,strong,26.298898588235293,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.698822,4,1.0,84.5331,0
2018-04-01,MLT_OUTLET_003,TH_005,97.6112,strong,29.00118823529412,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.769479,5,1.0,92.535,0
2018-04-01,MLT_OUTLET_003,TH_006,88.74855466666668,strong,34.08410376470588,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.913623,5,1.0,78.4409,0
2018-05-01,MLT_OUTLET_001,TH_001,96.125568,strong,30.851900235294117,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.826242,5,1.0,88.2424,0
2018-05-01,MLT_OUTLET_001,TH_002,97.26832,strong,31.27442705882353,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.860627,5,1.0,91.4635,0
2018-05-01,MLT_OUTLET_002,TH_003,93.181408,strong,31.218960235294116,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.803207,5,1.0,80.6669,0
2018-05-01,MLT_OUTLET_002,TH_004,98.727328,strong,25.257440235294116,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.713158,4,1.0,96.0229,0
2018-05-01,MLT_OUTLET_003,TH_005,74.18698066666667,healthy,49.546811294117646,elevated,mixed_moderate_pressure,Monitor therapist load concentration and preserve day-off discipline before escalation.,8.4775,0.854498,5,1.0,71.0752,1
2018-05-01,MLT_OUTLET_003,TH_006,95.231584,strong,29.04533247058824,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.765509,5,1.0,91.3887,0
2018-06-01,MLT_OUTLET_001,TH_001,74.21687400000002,healthy,52.55395521568627,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,5.5871,0.95577,7,1.0,67.0907,1
2018-06-01,MLT_OUTLET_001,TH_002,94.057696,strong,31.376328705882354,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.851962,5,1.0,88.9153,0
2018-06-01,MLT_OUTLET_002,TH_003,71.99460333333334,healthy,56.43159960784313,elevated,consecutive_workdays,Monitor therapist load concentration and preserve day-off discipline before escalation.,7.3473,0.923778,8,1.0,64.7285,1
2018-06-01,MLT_OUTLET_002,TH_004,70.15518733333334,healthy,52.004902666666666,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,2.9037,1.022084,7,1.0,54.4447,1
2018-06-01,MLT_OUTLET_003,TH_005,70.846832,healthy,49.42855074509803,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,2.1032,0.968555,7,1.0,56.9326,1
2018-06-01,MLT_OUTLET_003,TH_006,95.177856,strong,26.955127529411765,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.739195,4,1.0,86.9808,0
2018-07-01,MLT_OUTLET_001,TH_001,94.14864,strong,36.25197764705883,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.938932,6,1.0,82.0045,0
2018-07-01,MLT_OUTLET_001,TH_002,82.73150933333335,healthy,40.592821254901956,guarded,dense_booking_load,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.958395,5,1.0,71.8693,1
2018-07-01,MLT_OUTLET_002,TH_003,97.612032,strong,32.324711529411765,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.827629,6,1.0,92.9076,0
2018-07-01,MLT_OUTLET_002,TH_004,94.671136,strong,32.02121811764706,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.850973,5,1.0,83.3473,0
2018-07-01,MLT_OUTLET_003,TH_005,95.937728,strong,28.697846117647057,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.814916,4,1.0,87.3054,0
2018-07-01,MLT_OUTLET_003,TH_006,92.976064,strong,29.396423058823526,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.822904,4,1.0,83.0502,0
2018-08-01,MLT_OUTLET_001,TH_001,77.04590933333334,healthy,44.317438901960784,guarded,dense_booking_load,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,1.016302,6,1.0,68.8518,1
2018-08-01,MLT_OUTLET_001,TH_002,90.36525866666668,strong,41.33256525490196,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.947872,6,1.0,80.3081,1
2018-08-01,MLT_OUTLET_002,TH_003,72.96879266666667,healthy,56.807083999999996,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,5.1493,1.06,8,1.0,56.0443,1
2018-08-01,MLT_OUTLET_002,TH_004,92.318368,strong,35.79064729411765,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.920679,6,1.0,82.2699,0
2018-08-01,MLT_OUTLET_003,TH_005,88.97136,strong,35.56217529411765,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.900211,6,1.0,80.1605,0
2018-08-01,MLT_OUTLET_003,TH_006,60.81481333333333,watchlist,61.194786666666666,elevated,dense_booking_load,Monitor therapist load concentration and preserve day-off discipline before escalation.,7.6908,1.06,8,1.0,47.719,1
2018-09-01,MLT_OUTLET_001,TH_001,97.000288,strong,34.60073905882352,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.913769,6,1.0,90.8309,0
2018-09-01,MLT_OUTLET_001,TH_002,94.825632,strong,31.154505647058826,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.863724,5,1.0,93.0701,0
2018-09-01,MLT_OUTLET_002,TH_003,92.84761600000002,strong,33.00710870588235,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.804311,6,1.0,82.6488,0
2018-09-01,MLT_OUTLET_002,TH_004,95.011552,strong,27.159009176470587,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.736922,4,1.0,84.8361,0
2018-09-01,MLT_OUTLET_003,TH_005,86.112454,strong,41.764036000000004,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,5.3865,0.838559,6,1.0,76.2397,0
2018-09-01,MLT_OUTLET_003,TH_006,94.815296,strong,27.701816941176475,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.796771,4,1.0,92.0478,0
2018-10-01,MLT_OUTLET_001,TH_001,91.683456,strong,28.80100988235294,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.790615,4,1.0,81.6808,0
2018-10-01,MLT_OUTLET_001,TH_002,97.7672,strong,31.38145294117647,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.87458,5,1.0,93.3075,0
2018-10-01,MLT_OUTLET_002,TH_003,95.215264,strong,26.557475999999998,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.712436,4,1.0,85.0477,0
2018-10-01,MLT_OUTLET_002,TH_004,95.127456,strong,28.51928635294118,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.809637,4,1.0,87.7583,0
2018-10-01,MLT_OUTLET_003,TH_005,86.03639466666667,strong,34.3118814117647,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.912693,5,1.0,76.3604,0
2018-10-01,MLT_OUTLET_003,TH_006,95.96304,strong,30.033671764705883,guarded,mixed_moderate_pressure,Routine monitoring sufficient; current workload is broadly sustainable.,0.0,0.787092,5,1.0,87.3845,0
