outlet_id,outlet_name,market_context,period_type,period_start,period_end,year,month,month_id,rolling_window_weeks,market_regime,outlet_positioning,treatment_category,treatment_variant,session_duration_min,bookings_count,guest_count,sold_hours,hours_available,utilization_percent,revenue_eur,revpath_eur_per_available_hour,yield_eur_per_sold_hour,avg_ticket_eur,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_rate_percent,no_show_rate_percent,complaint_rate_percent,service_recovery_rate_percent
MLT_OUTLET_001,Valletta,Malta,monthly,2017-07-01,2017-07-31,2017,7,2017-07,12,pre_covid_growth,premium_core,scrub,standard,45,52,52,39.0,67.0,58.21,2646.28,39.5,67.85,50.89,42.32,27.45,14.46,7.24,3.35,1.64,14.5
MLT_OUTLET_001,Valletta,Malta,monthly,2017-07-01,2017-07-31,2017,7,2017-07,12,pre_covid_growth,premium_core,swedish,standard,60,52,52,52.0,80.0,65.0,3205.28,40.07,61.64,61.64,52.09,22.24,15.95,7.79,2.34,2.46,22.61
MLT_OUTLET_001,Valletta,Malta,monthly,2017-07-01,2017-07-31,2017,7,2017-07,12,pre_covid_growth,premium_core,wrap,standard,60,39,39,39.0,67.0,58.21,3065.79,45.76,78.61,78.61,47.26,17.61,9.26,8.8,4.63,3.11,27.22
MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,2017,8,2017-08,12,pre_covid_growth,premium_core,aromatherapy,standard,60,56,56,56.0,84.0,66.67,3403.12,40.51,60.77,60.77,40.26,20.21,14.31,7.06,2.41,2.1,17.57
MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,2017,8,2017-08,12,pre_covid_growth,premium_core,body_treatment,standard,60,53,53,53.0,81.0,65.43,3592.34,44.35,67.78,67.78,54.11,20.76,14.6,7.74,3.54,3.41,32.09
MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,2017,8,2017-08,12,pre_covid_growth,premium_core,deep_tissue,standard,60,59,59,59.0,87.0,67.82,4372.49,50.26,74.11,74.11,44.65,21.51,17.82,10.63,3.48,2.38,19.41
MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,2017,8,2017-08,12,pre_covid_growth,premium_core,facial,basic,60,49,49,49.0,77.0,63.64,4796.12,62.29,97.88,97.88,42.32,17.54,10.37,7.2,2.23,1.39,12.2
MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,2017,8,2017-08,12,pre_covid_growth,premium_core,hot_stone,standard,75,21,21,26.25,54.25,48.39,1918.77,35.37,73.1,91.37,48.53,24.01,10.55,7.73,4.69,1.54,11.66
MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,2017,8,2017-08,12,pre_covid_growth,premium_core,massage,standard,60,53,53,53.0,81.0,65.43,2867.83,35.41,54.11,54.11,41.6,17.45,13.15,7.39,2.53,1.58,12.98
MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,2017,8,2017-08,12,pre_covid_growth,premium_core,reflexology,standard,45,53,53,39.75,67.75,58.67,1721.44,25.41,43.31,32.48,54.39,23.53,9.74,9.45,2.12,3.45,32.19
MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,2017,8,2017-08,12,pre_covid_growth,premium_core,scrub,standard,45,53,53,39.75,67.75,58.67,2551.42,37.66,64.19,48.14,53.47,18.21,10.88,7.38,4.42,2.04,17.25
MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,2017,8,2017-08,12,pre_covid_growth,premium_core,swedish,standard,60,53,53,53.0,81.0,65.43,3266.92,40.33,61.64,61.64,53.45,16.44,11.27,7.84,3.39,3.0,27.85
MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,2017,8,2017-08,12,pre_covid_growth,premium_core,wrap,standard,60,40,40,40.0,68.0,58.82,3135.6,46.11,78.39,78.39,48.05,22.39,11.18,8.66,2.32,1.75,14.48
MLT_OUTLET_001,Valletta,Malta,monthly,2017-09-01,2017-09-30,2017,9,2017-09,12,pre_covid_growth,premium_core,aromatherapy,standard,60,51,51,51.0,79.0,64.56,2952.39,37.37,57.89,57.89,45.89,17.44,17.01,7.61,2.63,2.66,23.58
MLT_OUTLET_001,Valletta,Malta,monthly,2017-09-01,2017-09-30,2017,9,2017-09,12,pre_covid_growth,premium_core,body_treatment,standard,60,49,49,49.0,77.0,63.64,3295.25,42.8,67.25,67.25,49.67,23.04,15.71,8.49,2.26,2.21,17.13
MLT_OUTLET_001,Valletta,Malta,monthly,2017-09-01,2017-09-30,2017,9,2017-09,12,pre_covid_growth,premium_core,deep_tissue,standard,60,55,55,55.0,83.0,66.27,4116.2,49.59,74.84,74.84,50.27,20.27,17.88,7.82,3.94,2.7,21.5
MLT_OUTLET_001,Valletta,Malta,monthly,2017-09-01,2017-09-30,2017,9,2017-09,12,pre_covid_growth,premium_core,facial,basic,60,46,46,46.0,74.0,62.16,4335.96,58.59,94.26,94.26,42.89,18.24,11.57,6.76,2.74,1.49,13.81
MLT_OUTLET_001,Valletta,Malta,monthly,2017-09-01,2017-09-30,2017,9,2017-09,12,pre_covid_growth,premium_core,hot_stone,standard,75,20,20,25.0,53.0,47.17,1814.2,34.23,72.57,90.71,57.68,17.34,12.58,8.62,3.23,3.71,34.29
MLT_OUTLET_001,Valletta,Malta,monthly,2017-09-01,2017-09-30,2017,9,2017-09,12,pre_covid_growth,premium_core,massage,standard,60,49,49,49.0,77.0,63.64,2775.36,36.04,56.64,56.64,52.04,27.15,14.01,7.29,2.51,2.6,20.96
MLT_OUTLET_001,Valletta,Malta,monthly,2017-09-01,2017-09-30,2017,9,2017-09,12,pre_covid_growth,premium_core,reflexology,standard,45,49,49,36.75,64.75,56.76,1621.41,25.04,44.12,33.09,47.66,22.09,11.18,6.94,2.97,1.32,11.53
MLT_OUTLET_001,Valletta,Malta,monthly,2017-09-01,2017-09-30,2017,9,2017-09,12,pre_covid_growth,premium_core,scrub,standard,45,49,49,36.75,64.75,56.76,2397.57,37.03,65.24,48.93,48.66,22.39,9.47,8.91,2.46,1.94,15.09
MLT_OUTLET_001,Valletta,Malta,monthly,2017-09-01,2017-09-30,2017,9,2017-09,12,pre_covid_growth,premium_core,swedish,standard,60,49,49,49.0,77.0,63.64,2903.25,37.7,59.25,59.25,54.58,19.06,15.13,10.95,2.97,3.13,27.19
MLT_OUTLET_001,Valletta,Malta,monthly,2017-09-01,2017-09-30,2017,9,2017-09,12,pre_covid_growth,premium_core,wrap,standard,60,37,37,37.0,65.0,56.92,2892.29,44.5,78.17,78.17,56.73,25.97,17.69,8.06,3.05,1.35,12.08
MLT_OUTLET_001,Valletta,Malta,monthly,2017-10-01,2017-10-31,2017,10,2017-10,12,pre_covid_growth,premium_core,aromatherapy,standard,60,49,49,49.0,77.0,63.64,3026.24,39.3,61.76,61.76,53.34,22.89,16.58,6.91,2.2,1.39,12.65
MLT_OUTLET_001,Valletta,Malta,monthly,2017-10-01,2017-10-31,2017,10,2017-10,12,pre_covid_growth,premium_core,body_treatment,standard,60,47,47,47.0,75.0,62.67,3032.91,40.44,64.53,64.53,54.66,23.98,13.71,6.82,2.49,2.0,18.55
MLT_OUTLET_001,Valletta,Malta,monthly,2017-10-01,2017-10-31,2017,10,2017-10,12,pre_covid_growth,premium_core,deep_tissue,standard,60,52,52,52.0,80.0,65.0,3921.84,49.02,75.42,75.42,46.78,21.55,11.71,10.08,3.32,3.09,26.31
MLT_OUTLET_001,Valletta,Malta,monthly,2017-10-01,2017-10-31,2017,10,2017-10,12,pre_covid_growth,premium_core,facial,basic,60,43,43,43.0,71.0,60.56,4091.45,57.63,95.15,95.15,49.78,26.88,14.62,10.5,3.15,1.33,12.45
MLT_OUTLET_001,Valletta,Malta,monthly,2017-10-01,2017-10-31,2017,10,2017-10,12,pre_covid_growth,premium_core,hot_stone,standard,75,19,19,23.75,51.75,45.89,1791.89,34.63,75.45,94.31,54.29,23.44,13.8,7.67,2.42,3.5,31.8
MLT_OUTLET_001,Valletta,Malta,monthly,2017-10-01,2017-10-31,2017,10,2017-10,12,pre_covid_growth,premium_core,massage,standard,60,47,47,47.0,75.0,62.67,2539.88,33.87,54.04,54.04,53.39,16.4,14.13,7.56,2.75,3.13,29.01
MLT_OUTLET_001,Valletta,Malta,monthly,2017-10-01,2017-10-31,2017,10,2017-10,12,pre_covid_growth,premium_core,reflexology,standard,45,47,47,35.25,63.25,55.73,1509.64,23.87,42.83,32.12,55.24,17.53,12.58,10.11,2.33,3.23,25.21
MLT_OUTLET_001,Valletta,Malta,monthly,2017-10-01,2017-10-31,2017,10,2017-10,12,pre_covid_growth,premium_core,scrub,standard,45,47,47,35.25,63.25,55.73,2289.84,36.2,64.96,48.72,51.54,24.33,13.88,9.61,4.16,1.71,13.97
MLT_OUTLET_001,Valletta,Malta,monthly,2017-10-01,2017-10-31,2017,10,2017-10,12,pre_covid_growth,premium_core,swedish,standard,60,47,47,47.0,75.0,62.67,2808.72,37.45,59.76,59.76,47.22,21.54,17.53,10.54,3.75,1.43,12.4
