period_date,outlet_id,therapist_id,scheduled_hours,booked_hours,productive_capacity_hours,idle_hours,break_hours,recovery_gap_hours,overtime_hours,split_shift_flag,coverage_gap_flag,day_off_flag,worked_flag,day_off_days,worked_days,schedule_stability_score_0_100,workload_density_ratio,consecutive_workdays,burnout_exposure_flag,external_demand_proxy_index
2017-06-01,MLT_OUTLET_003,TH_005,100.6434,75.74,82.5276,6.7876,9.0416,0.7194,1.8955,0,1,0,1,12,14,77.872,0.917753,7,1,102.7
2017-06-01,MLT_OUTLET_003,TH_006,103.4707,71.46,84.846,13.386,9.7736,0.8458,2.8903,0,0,0,1,12,14,79.3287,0.842232,6,0,102.7
2017-07-01,MLT_OUTLET_001,TH_001,91.0208,81.86,74.6371,0.0,8.0105,0.3817,7.0565,0,1,0,1,12,13,58.1562,1.06,8,1,107.5
2017-07-01,MLT_OUTLET_001,TH_002,131.1647,95.3,107.555,12.255,14.1618,0.7368,0.0,1,0,0,1,11,19,79.2298,0.886058,6,0,107.5
2017-07-01,MLT_OUTLET_002,TH_003,136.3661,97.57,111.8202,14.2502,14.0671,0.864,0.0,1,0,0,1,12,17,73.2738,0.872561,4,0,107.5
2017-07-01,MLT_OUTLET_002,TH_004,102.2592,81.01,83.8525,2.8425,10.0886,0.5023,2.9202,0,1,0,1,12,15,73.4623,0.966101,7,1,107.5
2017-07-01,MLT_OUTLET_003,TH_005,120.3508,93.38,98.6876,5.3076,10.9065,0.5992,8.4999,0,1,0,1,12,17,63.3959,0.946218,7,1,107.5
2017-07-01,MLT_OUTLET_003,TH_006,121.5208,99.52,99.6471,0.1271,10.9329,0.767,1.8809,0,1,0,1,12,16,65.3359,0.998725,7,1,107.5
2017-08-01,MLT_OUTLET_001,TH_001,132.8706,101.52,108.9539,7.4339,12.3377,0.7653,0.0,0,0,0,1,12,18,80.282,0.93177,6,0,110.4
2017-08-01,MLT_OUTLET_001,TH_002,103.6825,81.74,85.0196,3.2796,11.0422,0.8632,0.0,0,1,0,1,12,15,81.4542,0.961425,7,1,110.4
2017-08-01,MLT_OUTLET_002,TH_003,123.8719,92.0,101.575,9.575,13.2258,0.5411,0.0,0,0,0,1,12,16,88.3007,0.905735,5,0,110.4
2017-08-01,MLT_OUTLET_002,TH_004,126.3371,85.95,103.5964,17.6464,12.4523,0.9111,0.0,0,0,0,1,12,17,95.1677,0.829662,6,0,110.4
2017-08-01,MLT_OUTLET_003,TH_005,120.2864,76.35,98.6349,22.2849,11.1758,0.7901,0.0,1,0,0,1,12,16,79.3719,0.774067,4,0,110.4
2017-08-01,MLT_OUTLET_003,TH_006,113.682,92.18,93.2192,1.0392,10.2718,0.5911,1.973,0,1,0,1,12,15,62.7645,0.988852,7,1,110.4
2017-09-01,MLT_OUTLET_001,TH_001,102.0466,73.33,83.6782,10.3482,9.6627,0.9164,0.0,0,0,0,1,12,14,92.3771,0.876333,5,0,101.8
2017-09-01,MLT_OUTLET_001,TH_002,114.5349,80.81,93.9186,13.1086,11.9258,0.6128,0.0,0,0,0,1,12,16,86.7918,0.860426,5,0,101.8
2017-09-01,MLT_OUTLET_002,TH_003,150.4543,92.02,123.3725,31.3525,15.722,0.8621,0.0,0,0,0,1,11,19,93.4201,0.745871,5,0,101.8
2017-09-01,MLT_OUTLET_002,TH_004,146.1176,86.25,119.8165,33.5665,14.6498,0.6723,0.0,0,0,0,1,10,20,84.0908,0.719851,4,0,101.8
2017-09-01,MLT_OUTLET_003,TH_005,144.9383,86.32,118.8494,32.5294,13.2713,0.9454,0.0,1,0,0,1,11,19,78.8331,0.726297,5,0,101.8
2017-09-01,MLT_OUTLET_003,TH_006,149.4944,86.78,122.5854,35.8054,14.2142,0.6637,0.0,0,0,0,1,11,19,81.0502,0.707915,5,0,101.8
2017-10-01,MLT_OUTLET_001,TH_001,150.2335,89.75,123.1915,33.4415,13.8038,0.8747,0.0,0,0,0,1,10,20,83.2775,0.728541,5,0,97.0
2017-10-01,MLT_OUTLET_001,TH_002,128.2932,83.69,105.2004,21.5104,13.4165,0.8742,0.0,1,0,0,1,12,18,81.9786,0.795529,4,0,97.0
2017-10-01,MLT_OUTLET_002,TH_003,158.9017,93.82,130.2994,36.4794,16.5495,0.7354,0.0,0,0,0,1,10,20,87.1768,0.720034,3,0,97.0
2017-10-01,MLT_OUTLET_002,TH_004,94.7586,69.0,77.702,8.702,9.5549,0.5093,0.0,0,0,0,1,12,14,76.5909,0.888008,5,0,97.0
2017-10-01,MLT_OUTLET_003,TH_005,172.5928,93.09,141.5261,48.4361,16.0653,0.6022,0.0,0,0,0,1,7,23,81.378,0.657758,3,0,97.0
2017-10-01,MLT_OUTLET_003,TH_006,161.5018,87.28,132.4315,45.1515,14.9623,0.855,0.0,0,0,0,1,10,20,91.3921,0.659058,5,0,97.0
2017-11-01,MLT_OUTLET_001,TH_001,176.5695,103.48,144.787,41.307,15.8744,0.6374,0.0,0,0,0,1,7,23,82.6096,0.714705,5,0,92.2
2017-11-01,MLT_OUTLET_001,TH_002,160.386,99.12,131.5165,32.3965,17.1433,0.6952,0.0,1,0,0,1,7,23,76.8875,0.753669,3,0,92.2
2017-11-01,MLT_OUTLET_002,TH_003,162.1646,91.14,132.975,41.835,16.5495,0.6284,0.0,0,0,0,1,10,20,89.1665,0.685392,4,0,92.2
2017-11-01,MLT_OUTLET_002,TH_004,140.4437,84.86,115.1639,30.3039,13.9173,0.854,0.0,0,0,0,1,11,19,94.8451,0.736863,4,0,92.2
2017-11-01,MLT_OUTLET_003,TH_005,152.0016,77.36,124.6413,47.2813,13.9698,0.8186,0.0,0,0,0,1,10,20,88.3634,0.620661,3,0,92.2
2017-11-01,MLT_OUTLET_003,TH_006,135.5797,78.55,111.1753,32.6253,12.718,0.9012,0.0,1,0,0,1,12,17,77.4937,0.706542,5,0,92.2
2017-12-01,MLT_OUTLET_001,TH_001,99.0644,79.83,81.2328,1.4028,8.7889,0.4135,2.9299,1,1,0,1,12,14,60.7535,0.982731,7,1,105.6
2017-12-01,MLT_OUTLET_001,TH_002,108.539,81.7,89.0019,7.3019,11.8827,0.5247,0.0,0,0,0,1,12,16,83.5334,0.917958,5,0,105.6
2017-12-01,MLT_OUTLET_002,TH_003,108.0938,87.54,88.637,1.097,11.465,0.7761,5.2026,0,1,0,1,12,15,68.1516,0.987624,6,1,105.6
2017-12-01,MLT_OUTLET_002,TH_004,108.4256,84.86,88.909,4.049,10.7891,0.686,2.0194,0,1,0,1,12,16,83.107,0.95446,6,1,105.6
2017-12-01,MLT_OUTLET_003,TH_005,147.8678,93.95,121.2516,27.3016,13.9698,0.7058,0.0,0,0,0,1,10,20,83.005,0.774835,5,0,105.6
2017-12-01,MLT_OUTLET_003,TH_006,149.6725,94.57,122.7314,28.1614,14.2142,0.9216,0.0,0,0,0,1,11,19,81.6818,0.770544,4,0,105.6
2018-01-01,MLT_OUTLET_001,TH_001,142.5723,83.88,116.9093,33.0293,13.1136,0.551,0.0,0,0,0,1,11,19,93.0564,0.717479,4,0,91.1
2018-01-01,MLT_OUTLET_001,TH_002,141.4875,89.39,116.0198,26.6298,14.9072,0.8433,0.0,1,0,0,1,10,20,75.0922,0.770472,5,0,91.1
2018-01-01,MLT_OUTLET_002,TH_003,191.5834,103.27,157.0984,53.8284,19.8594,0.7223,0.0,1,0,0,1,6,24,77.8473,0.657359,4,0,91.1
2018-01-01,MLT_OUTLET_002,TH_004,152.8594,80.46,125.3447,44.8847,15.3823,0.5902,0.0,0,0,0,1,9,21,88.3408,0.64191,3,0,91.1
2018-01-01,MLT_OUTLET_003,TH_005,190.3271,96.09,156.0682,59.9782,17.4622,0.653,0.0,0,0,0,1,5,25,80.7756,0.615692,4,0,91.1
2018-01-01,MLT_OUTLET_003,TH_006,162.7856,81.94,133.4842,51.5442,15.7105,0.7028,0.0,1,0,0,1,9,21,70.635,0.613855,4,0,91.1
2018-02-01,MLT_OUTLET_001,TH_001,194.7861,108.44,159.7246,51.2846,17.945,0.5624,0.0,0,0,0,1,4,26,82.5328,0.678919,3,0,93.1
2018-02-01,MLT_OUTLET_001,TH_002,121.9629,78.47,100.0096,21.5396,12.6711,0.6671,0.0,0,0,0,1,12,17,89.892,0.784625,4,0,93.1
2018-02-01,MLT_OUTLET_002,TH_003,205.0,109.64,168.1,58.46,21.5143,0.7817,0.0,0,0,0,1,4,26,84.8238,0.652231,4,0,93.1
2018-02-01,MLT_OUTLET_002,TH_004,134.4673,80.72,110.2632,29.5432,13.1848,0.7142,0.0,0,0,0,1,12,18,93.663,0.732067,3,0,93.1
2018-02-01,MLT_OUTLET_003,TH_005,179.9063,94.86,147.5231,52.6631,16.7638,0.9126,0.0,1,0,0,1,6,24,76.521,0.643018,3,0,93.1
2018-02-01,MLT_OUTLET_003,TH_006,169.2722,98.74,138.8032,40.0632,15.3586,0.6058,0.0,0,0,0,1,8,22,86.5692,0.711367,6,0,93.1
2018-03-01,MLT_OUTLET_001,TH_001,151.2017,94.99,123.9854,28.9954,13.8038,0.6307,0.0,0,0,0,1,10,20,88.9418,0.766139,4,0,97.0
2018-03-01,MLT_OUTLET_001,TH_002,131.4124,93.09,107.7582,14.6682,13.9072,0.7808,0.0,1,0,0,1,10,20,78.3797,0.863879,5,0,97.0
2018-03-01,MLT_OUTLET_002,TH_003,137.8173,87.13,113.0101,25.8801,14.0671,0.8896,0.0,0,0,0,1,12,17,88.3294,0.770993,4,0,97.0
2018-03-01,MLT_OUTLET_002,TH_004,146.4739,82.24,120.1086,37.8686,14.6498,0.8299,0.0,0,0,0,1,10,20,89.799,0.684714,3,0,97.0
2018-03-01,MLT_OUTLET_003,TH_005,173.114,103.29,141.9535,38.6635,16.0653,0.9477,0.0,0,0,0,1,7,23,88.6894,0.727633,4,0,97.0
2018-03-01,MLT_OUTLET_003,TH_006,157.3798,82.09,129.0515,46.9615,14.9623,0.9097,0.0,0,0,0,1,10,20,91.8207,0.636103,5,0,97.0
2018-04-01,MLT_OUTLET_001,TH_001,118.3537,74.47,97.05,22.58,11.0431,0.6584,0.0,0,0,0,1,12,16,82.9913,0.767336,5,0,99.0
2018-04-01,MLT_OUTLET_001,TH_002,105.6431,75.57,86.6273,11.0573,11.1804,0.6685,0.0,0,0,0,1,12,15,85.2717,0.872358,5,0,99.0
2018-04-01,MLT_OUTLET_002,TH_003,130.4989,85.46,107.0091,21.5491,13.2396,0.6825,0.0,0,0,0,1,12,16,85.2974,0.798623,4,0,99.0
2018-04-01,MLT_OUTLET_002,TH_004,148.9266,85.34,122.1198,36.7798,14.6498,0.8221,0.0,0,0,0,1,10,20,84.5331,0.698822,4,0,99.0
2018-04-01,MLT_OUTLET_003,TH_005,147.2172,92.89,120.7181,27.8281,13.9698,0.753,0.0,0,0,0,1,10,20,92.535,0.769479,5,0,99.0
2018-04-01,MLT_OUTLET_003,TH_006,101.4188,75.98,83.1634,7.1834,9.745,0.6863,0.0,0,1,0,1,12,14,78.4409,0.913623,5,0,99.0
2018-05-01,MLT_OUTLET_001,TH_001,152.9404,103.62,125.4111,21.7911,13.8038,0.743,0.0,0,0,0,1,10,20,88.2424,0.826242,5,0,102.0
2018-05-01,MLT_OUTLET_001,TH_002,129.1175,91.12,105.8763,14.7563,14.1618,0.9311,0.0,0,0,0,1,11,19,91.4635,0.860627,5,0,102.0
2018-05-01,MLT_OUTLET_002,TH_003,166.7098,109.8,136.7021,26.9021,17.377,0.7105,0.0,0,0,0,1,9,21,80.6669,0.803207,5,0,102.0
2018-05-01,MLT_OUTLET_002,TH_004,139.9819,81.86,114.7852,32.9252,13.9173,0.7587,0.0,0,0,0,1,11,19,96.0229,0.713158,4,0,102.0
2018-05-01,MLT_OUTLET_003,TH_005,125.8762,88.2,103.2185,15.0185,11.6728,0.7655,8.4775,0,1,0,1,12,18,71.0752,0.854498,5,1,102.0
2018-05-01,MLT_OUTLET_003,TH_006,135.0449,84.77,110.7368,25.9668,12.718,0.6242,0.0,0,0,0,1,12,17,91.3887,0.765509,5,0,102.0
2018-06-01,MLT_OUTLET_001,TH_001,116.1367,91.02,95.2321,4.2121,10.1092,0.6208,5.5871,0,1,0,1,12,16,67.0907,0.95577,7,1,105.9
2018-06-01,MLT_OUTLET_001,TH_002,136.1992,95.15,111.6834,16.5334,14.9072,0.6003,0.0,0,0,0,1,10,20,88.9153,0.851962,5,0,105.9
2018-06-01,MLT_OUTLET_002,TH_003,136.1324,103.12,111.6286,8.5086,13.9303,0.6575,7.3473,0,1,0,1,12,18,64.7285,0.923778,8,1,105.9
2018-06-01,MLT_OUTLET_002,TH_004,97.4814,81.7,79.9347,0.0,9.2985,0.5242,2.9037,1,1,0,1,12,14,54.4447,1.022084,7,1,105.9
2018-06-01,MLT_OUTLET_003,TH_005,107.5401,85.41,88.1829,2.7729,9.5731,0.4593,2.1032,1,1,0,1,12,15,56.9326,0.968555,7,1,105.9
2018-06-01,MLT_OUTLET_003,TH_006,162.8502,98.71,133.5372,34.8272,15.7105,0.709,0.0,0,0,0,1,9,21,86.9808,0.739195,4,0,105.9
2018-07-01,MLT_OUTLET_001,TH_001,106.2312,81.79,87.1096,5.3196,9.5809,0.7442,0.0,0,0,0,1,12,14,82.0045,0.938932,6,0,110.9
2018-07-01,MLT_OUTLET_001,TH_002,131.9788,103.72,108.2226,4.5026,13.9954,0.825,0.0,1,1,0,1,11,19,71.8693,0.958395,5,1,110.9
2018-07-01,MLT_OUTLET_002,TH_003,153.2736,104.02,125.6843,21.6643,15.722,0.7426,0.0,0,0,0,1,11,19,92.9076,0.827629,6,0,110.9
2018-07-01,MLT_OUTLET_002,TH_004,122.1271,85.22,100.1442,14.9242,12.4523,0.7879,0.0,0,0,0,1,12,17,83.3473,0.850973,5,0,110.9
2018-07-01,MLT_OUTLET_003,TH_005,136.0906,90.94,111.5943,20.6543,12.5728,0.817,0.0,0,0,0,1,12,18,87.3054,0.814916,4,0,110.9
2018-07-01,MLT_OUTLET_003,TH_006,113.5478,76.62,93.1092,16.4892,10.4736,0.9347,0.0,1,0,0,1,12,14,83.0502,0.822904,4,0,110.9
2018-08-01,MLT_OUTLET_001,TH_001,109.5555,91.3,89.8355,0.0,10.0912,0.455,0.0,1,1,0,1,12,15,68.8518,1.016302,6,1,113.8
2018-08-01,MLT_OUTLET_001,TH_002,108.4072,84.26,88.8939,4.6339,11.8109,0.875,0.0,0,0,0,1,12,16,80.3081,0.947872,6,1,113.8
2018-08-01,MLT_OUTLET_002,TH_003,96.0694,84.67,78.7769,0.0,9.7952,0.7318,5.1493,0,1,0,1,12,13,56.0443,1.06,8,1,113.8
2018-08-01,MLT_OUTLET_002,TH_004,104.9596,79.24,86.0669,6.8269,10.2114,0.7245,0.0,1,0,0,1,12,14,82.2699,0.920679,6,0,113.8
2018-08-01,MLT_OUTLET_003,TH_005,139.0731,102.66,114.0399,11.3799,13.2707,0.5575,0.0,1,0,0,1,11,19,80.1605,0.900211,6,0,113.8
2018-08-01,MLT_OUTLET_003,TH_006,86.636,76.97,71.0415,0.0,8.0894,0.324,7.6908,0,1,0,1,12,12,47.719,1.06,8,1,113.8
2018-09-01,MLT_OUTLET_001,TH_001,111.3987,83.47,91.3469,7.8769,10.3219,0.7459,0.0,0,0,0,1,12,15,90.8309,0.913769,6,0,104.9
2018-09-01,MLT_OUTLET_001,TH_002,132.3254,93.72,108.5069,14.7869,14.1618,0.5652,0.0,0,0,0,1,11,19,93.0701,0.863724,5,0,104.9
2018-09-01,MLT_OUTLET_002,TH_003,143.5253,94.66,117.6907,23.0307,14.8945,0.7862,0.0,1,0,0,1,12,18,82.6488,0.804311,6,0,104.9
2018-09-01,MLT_OUTLET_002,TH_004,151.9835,91.84,124.6265,32.7865,15.3823,0.7415,0.0,0,0,0,1,9,21,84.8361,0.736922,4,0,104.9
2018-09-01,MLT_OUTLET_003,TH_005,134.1732,92.26,110.022,17.762,12.3213,0.7507,5.3865,0,0,0,1,11,19,76.2397,0.838559,6,0,104.9
2018-09-01,MLT_OUTLET_003,TH_006,155.5669,101.64,127.5649,25.9249,14.9623,0.585,0.0,0,0,0,1,10,20,92.0478,0.796771,4,0,104.9
2018-10-01,MLT_OUTLET_001,TH_001,127.3939,82.59,104.463,21.873,11.7333,0.5966,0.0,0,0,0,1,12,17,81.6808,0.790615,4,0,100.0
2018-10-01,MLT_OUTLET_001,TH_002,129.2049,92.66,105.948,13.288,14.1618,0.7443,0.0,0,0,0,1,11,19,93.3075,0.87458,5,0,100.0
2018-10-01,MLT_OUTLET_002,TH_003,159.1927,93.0,130.538,37.538,16.5495,0.906,0.0,0,0,0,1,10,20,85.0477,0.712436,4,0,100.0
2018-10-01,MLT_OUTLET_002,TH_004,114.8211,76.23,94.1533,17.9233,11.7198,0.6903,0.0,0,0,0,1,12,16,87.7583,0.809637,4,0,100.0
2018-10-01,MLT_OUTLET_003,TH_005,150.3859,112.55,123.3164,10.7664,13.5783,0.5584,0.0,0,1,0,1,9,21,76.3604,0.912693,5,0,100.0
2018-10-01,MLT_OUTLET_003,TH_006,156.3954,100.94,128.2442,27.3042,14.9623,0.7988,0.0,0,0,0,1,10,20,87.3845,0.787092,5,0,100.0
2018-11-01,MLT_OUTLET_001,TH_001,155.9235,93.49,127.8573,34.3673,14.494,0.8277,0.0,0,0,0,1,9,21,82.1353,0.731206,4,0,95.0
2018-11-01,MLT_OUTLET_001,TH_002,129.5945,84.91,106.2675,21.3575,14.1618,0.7692,0.0,0,0,0,1,11,19,84.2262,0.799021,4,0,95.0
2018-11-01,MLT_OUTLET_002,TH_003,144.2794,98.3,118.3091,20.0091,14.772,0.5362,0.0,0,0,0,1,11,19,88.4782,0.830874,6,0,95.0
2018-11-01,MLT_OUTLET_002,TH_004,120.9416,73.81,99.1721,25.3621,11.7198,0.8803,0.0,0,0,0,1,12,16,93.6494,0.744262,4,0,95.0
2018-11-01,MLT_OUTLET_003,TH_005,147.6386,82.67,121.0637,38.3937,13.9698,0.8213,0.0,0,0,0,1,10,20,83.9388,0.682864,3,0,95.0
2018-11-01,MLT_OUTLET_003,TH_006,129.0196,72.96,105.7961,32.8361,11.9699,0.623,0.0,0,0,0,1,12,16,87.369,0.689629,4,0,95.0
2018-12-01,MLT_OUTLET_001,TH_001,121.3939,91.74,99.543,7.803,10.9912,0.6428,0.0,0,0,0,1,12,16,81.1001,0.921612,5,0,108.9
2018-12-01,MLT_OUTLET_001,TH_002,91.8198,70.98,75.2922,4.3122,9.6064,0.7665,0.0,0,0,0,1,12,13,78.9489,0.942727,5,1,108.9
2018-12-01,MLT_OUTLET_002,TH_003,140.1286,113.59,114.9055,1.3155,14.5196,0.4853,5.581,0,1,0,1,11,19,66.8652,0.988552,7,1,108.9
2018-12-01,MLT_OUTLET_002,TH_004,115.1778,85.96,94.4458,8.4858,11.5764,0.6929,6.3833,1,1,0,1,12,17,59.5609,0.910152,7,1,108.9
2018-12-01,MLT_OUTLET_003,TH_005,187.6394,110.8,153.8643,43.0643,17.4622,0.6356,0.0,0,0,0,1,5,25,88.3769,0.720115,4,0,108.9
2018-12-01,MLT_OUTLET_003,TH_006,136.8136,89.68,112.1872,22.5072,12.718,0.5745,0.0,0,0,0,1,12,17,84.1063,0.799378,4,0,108.9
2019-01-01,MLT_OUTLET_001,TH_001,138.2509,88.52,113.3657,24.8457,12.4234,0.8215,0.0,0,0,0,1,12,18,89.499,0.780836,5,0,93.8
2019-01-01,MLT_OUTLET_001,TH_002,135.622,79.65,111.2101,31.5601,14.1618,0.8256,0.0,0,0,0,1,11,19,92.9748,0.716212,4,0,93.8
2019-01-01,MLT_OUTLET_002,TH_003,142.4497,97.41,116.8088,19.3988,14.772,0.5191,0.0,1,0,0,1,11,19,69.4504,0.833927,6,1,93.8
2019-01-01,MLT_OUTLET_002,TH_004,145.7238,79.23,119.4936,40.2636,14.6498,0.5984,0.0,0,0,0,1,10,20,94.8506,0.663048,4,0,93.8
2019-01-01,MLT_OUTLET_003,TH_005,174.877,96.95,143.3991,46.4491,16.0653,0.5478,0.0,0,0,0,1,7,23,87.3039,0.676085,5,0,93.8
2019-01-01,MLT_OUTLET_003,TH_006,167.0707,92.69,136.998,44.308,15.7105,0.6972,0.0,0,0,0,1,9,21,81.9874,0.676579,3,0,93.8
2019-02-01,MLT_OUTLET_001,TH_001,159.9632,100.07,131.1698,31.0998,14.494,0.615,0.0,0,0,0,1,9,21,85.4994,0.762904,4,0,95.9
2019-02-01,MLT_OUTLET_001,TH_002,138.4761,93.64,113.5504,19.9104,14.9072,0.5765,0.0,0,0,0,1,10,20,81.9551,0.824656,5,0,95.9
2019-02-01,MLT_OUTLET_002,TH_003,188.9118,106.23,154.9077,48.6777,19.8594,0.6222,0.0,0,0,0,1,6,24,87.7935,0.685763,5,0,95.9
2019-02-01,MLT_OUTLET_002,TH_004,157.4051,86.37,129.0722,42.7022,15.3823,0.8864,0.0,0,0,0,1,9,21,90.9505,0.669161,3,0,95.9
2019-02-01,MLT_OUTLET_003,TH_005,122.0835,82.9,100.1084,17.2084,11.0243,0.7177,0.0,0,0,0,1,12,17,76.276,0.828102,4,0,95.9
2019-02-01,MLT_OUTLET_003,TH_006,136.1875,80.09,111.6737,31.5837,12.718,0.7226,0.0,0,0,0,1,12,17,86.3113,0.717179,5,0,95.9
2019-03-01,MLT_OUTLET_001,TH_001,121.6322,101.97,99.7384,0.0,10.5712,0.5873,0.0,0,1,0,1,12,17,66.2165,1.022375,8,1,100.0
2019-03-01,MLT_OUTLET_001,TH_002,131.9496,81.45,108.1986,26.7486,14.1618,0.6189,0.0,0,0,0,1,11,19,85.219,0.752782,4,0,100.0
