conflict_resolution_id,entity_scope,outlet_id,outlet_name,therapist_id,therapist_name,treatment_category,treatment_variant,session_duration_min,treatment_key,market_context,period_type,period_month,period_end,rolling_window_weeks,pricing_position,recommended_sell_price_eur,market_price_median_eur,commercial_market_price_median_eur,external_demand_proxy_index,external_stress_flag,revenue_eur,utilization_percent,yield_eur_per_sold_hour,revpath_eur_per_available_hour,bookings_count,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_rate_percent,no_show_rate_percent,complaint_rate_percent,schedule_adherence_percent,therapist_consistency_score_0_100,treatment_health_score_0_100,conflict_case_flag,conflict_pattern_code,conflict_pattern_group,conflict_priority_level,primary_tradeoff_dimension,secondary_tradeoff_dimension,root_cause_hypothesis,root_cause_confidence_level,recommended_resolution_path,manager_action_route,pricing_action_flag,staffing_action_flag,training_action_flag,retention_action_flag,governance_review_flag,burnout_guardrail_flag,leakage_risk_flag,score_confidence_level,sample_size_observations,dependency_coverage_flag,qa_status,audit_note,status,avg_capacity_strain_score_0_100,staffing_pressure_days,under_covered_days,tight_covered_days,avg_roster_integrity_score_0_100,watchlist_or_lower_count,coverage_gap_days_total,avg_burnout_risk_score_0_100,elevated_or_higher_count,roster_conflict_type,roster_conflict_severity,roster_conflict_note,month_id,capacity_strain_score_0_100,roster_operational_health_score_0_100,productive_utilization_ratio,coverage_gap_day_ratio,overtime_hour_ratio,burnout_exposure_day_ratio,roster_management_signal,conflict_resolution_score_0_100,conflict_resolution_priority,conflict_story
CRL_01081,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,aromatherapy,standard,60,aromatherapy|standard|60,Malta,monthly,2017-01-01,2017-01-31,12,premium_core,64.0,76.0,76.0,0.883,yes,2941.92,63.16,61.29,38.71,48,44.77,22.43,13.04,8.13,2.83,2.23,87.69999999999999,72.095,71.46,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,48,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,28.308925800087383,0,0,0,97.265552,0,0,23.461935647058823,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.33821483998253,controlled,conflict environment remains manageable under current operating rhythm
CRL_01082,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,body_treatment,standard,60,body_treatment|standard|60,Malta,monthly,2017-01-01,2017-01-31,12,premium_core,69.0,77.5,77.5,0.883,yes,3078.32,62.16,66.92,41.6,46,47.43,18.73,14.25,7.07,2.59,2.04,87.69999999999999,72.095,73.59,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,46,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,28.308925800087383,0,0,0,97.265552,0,0,23.461935647058823,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.33821483998253,controlled,conflict environment remains manageable under current operating rhythm
CRL_01083,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,deep_tissue,standard,60,deep_tissue|standard|60,Malta,monthly,2017-01-01,2017-01-31,12,premium_core,78.0,80.0,80.0,0.883,yes,3885.69,64.56,76.19,49.19,51,55.85,21.2,12.71,7.02,2.47,1.1,87.69999999999999,72.095,78.78,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,51,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,28.308925800087383,0,0,0,97.265552,0,0,23.461935647058823,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.33821483998253,controlled,conflict environment remains manageable under current operating rhythm
CRL_01084,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,facial,basic,60,facial|basic|60,Malta,monthly,2017-01-01,2017-01-31,12,premium_core,94.0,100.0,100.0,0.883,yes,4185.62,60.56,97.34,58.95,43,43.19,19.03,16.3,8.79,4.12,3.65,87.69999999999999,72.095,80.54,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,43,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,28.308925800087383,0,0,0,97.265552,0,0,23.461935647058823,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.33821483998253,controlled,conflict environment remains manageable under current operating rhythm
CRL_01085,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,hot_stone,standard,75,hot_stone|standard|75,Malta,monthly,2017-01-01,2017-01-31,12,premium_core,95.0,90.0,90.0,0.883,yes,1682.1,44.55,74.76,33.31,18,45.86,17.72,15.39,7.07,2.18,2.49,87.69999999999999,72.095,72.39,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,18,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,28.308925800087383,0,0,0,97.265552,0,0,23.461935647058823,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.33821483998253,controlled,conflict environment remains manageable under current operating rhythm
CRL_01086,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,massage,standard,60,massage|standard|60,Malta,monthly,2017-01-01,2017-01-31,12,accessible_premium,58.0,85.0,85.0,0.883,yes,2460.54,62.16,53.49,33.25,46,50.91,20.04,14.27,10.04,2.53,1.88,87.69999999999999,72.095,66.77,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,46,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,28.308925800087383,0,0,0,97.265552,0,0,23.461935647058823,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.33821483998253,controlled,conflict environment remains manageable under current operating rhythm
CRL_01087,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,reflexology,standard,45,reflexology|standard|45,Malta,monthly,2017-01-01,2017-01-31,12,traffic_builder,34.0,75.0,75.0,0.883,yes,1464.64,55.2,42.45,23.43,46,51.85,19.17,9.11,6.94,3.28,2.45,87.69999999999999,72.095,59.97,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,46,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,28.308925800087383,0,0,0,97.265552,0,0,23.461935647058823,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.33821483998253,controlled,conflict environment remains manageable under current operating rhythm
CRL_01088,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,scrub,standard,45,scrub|standard|45,Malta,monthly,2017-01-01,2017-01-31,12,premium_core,52.0,50.0,50.0,0.883,yes,2359.34,55.2,68.39,37.75,46,50.32,27.13,16.46,8.95,3.41,1.9,87.69999999999999,72.095,74.71,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,46,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,28.308925800087383,0,0,0,97.265552,0,0,23.461935647058823,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.33821483998253,controlled,conflict environment remains manageable under current operating rhythm
CRL_01089,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,swedish,standard,60,swedish|standard|60,Malta,monthly,2017-01-01,2017-01-31,12,premium_core,64.0,69.5,69.5,0.883,yes,2765.06,62.16,60.11,37.37,46,49.06,16.81,15.51,8.52,4.23,3.26,87.69999999999999,72.095,72.63,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,46,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,28.308925800087383,0,0,0,97.265552,0,0,23.461935647058823,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.33821483998253,controlled,conflict environment remains manageable under current operating rhythm
CRL_01090,treatment_outlet_period,MLT_OUTLET_002,Sliema,,,wrap,standard,60,wrap|standard|60,Malta,monthly,2017-01-01,2017-01-31,12,premium_core,82.0,72.0,72.0,0.883,yes,2773.05,55.56,79.23,44.02,35,55.21,22.31,15.22,8.13,4.67,3.47,87.69999999999999,72.095,76.01,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,yes,no,no,medium,35,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,28.308925800087383,0,0,0,97.265552,0,0,23.461935647058823,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.33821483998253,controlled,conflict environment remains manageable under current operating rhythm
CRL_02161,treatment_outlet_period,MLT_OUTLET_003,St Julians,,,aromatherapy,standard,60,aromatherapy|standard|60,Malta,monthly,2017-01-01,2017-01-31,12,premium_core,64.0,76.0,76.0,0.883,yes,2494.8,60.0,59.4,35.64,42,54.28,19.89,13.52,7.8,3.18,2.75,86.8,72.015,71.47,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,42,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,27.75241000206466,0,0,0,94.383656,0,0,23.604121647058825,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.44951799958707,controlled,conflict environment remains manageable under current operating rhythm
CRL_02162,treatment_outlet_period,MLT_OUTLET_003,St Julians,,,body_treatment,standard,60,body_treatment|standard|60,Malta,monthly,2017-01-01,2017-01-31,12,premium_core,69.0,77.5,77.5,0.883,yes,2676.8,58.82,66.92,39.36,40,54.58,18.92,16.95,8.74,3.34,2.57,86.8,72.015,73.79,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,40,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,27.75241000206466,0,0,0,94.383656,0,0,23.604121647058825,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.44951799958707,controlled,conflict environment remains manageable under current operating rhythm
CRL_02163,treatment_outlet_period,MLT_OUTLET_003,St Julians,,,deep_tissue,standard,60,deep_tissue|standard|60,Malta,monthly,2017-01-01,2017-01-31,12,premium_core,78.0,80.0,80.0,0.883,yes,3510.0,61.64,78.0,48.08,45,53.56,21.2,13.93,10.09,3.8,1.17,86.8,72.015,78.31,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,45,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,27.75241000206466,0,0,0,94.383656,0,0,23.604121647058825,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.44951799958707,controlled,conflict environment remains manageable under current operating rhythm
CRL_02164,treatment_outlet_period,MLT_OUTLET_003,St Julians,,,facial,basic,60,facial|basic|60,Malta,monthly,2017-01-01,2017-01-31,12,premium_core,94.0,100.0,100.0,0.883,yes,3671.14,56.92,99.22,56.48,37,54.32,16.01,11.54,6.3,2.51,2.64,86.8,72.015,81.67,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,37,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,27.75241000206466,0,0,0,94.383656,0,0,23.604121647058825,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.44951799958707,controlled,conflict environment remains manageable under current operating rhythm
CRL_02165,treatment_outlet_period,MLT_OUTLET_003,St Julians,,,hot_stone,standard,75,hot_stone|standard|75,Malta,monthly,2017-01-01,2017-01-31,12,premium_core,95.0,90.0,90.0,0.883,yes,1524.64,41.67,76.23,31.76,16,53.06,21.98,14.48,8.53,3.53,3.51,86.8,72.015,71.64,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,16,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,27.75241000206466,0,0,0,94.383656,0,0,23.604121647058825,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.44951799958707,controlled,conflict environment remains manageable under current operating rhythm
CRL_02166,treatment_outlet_period,MLT_OUTLET_003,St Julians,,,massage,standard,60,massage|standard|60,Malta,monthly,2017-01-01,2017-01-31,12,accessible_premium,58.0,85.0,85.0,0.883,yes,2198.0,58.82,54.95,32.32,40,40.54,22.05,16.24,6.02,3.84,2.54,86.8,72.015,65.41,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,40,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,27.75241000206466,0,0,0,94.383656,0,0,23.604121647058825,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.44951799958707,controlled,conflict environment remains manageable under current operating rhythm
CRL_02167,treatment_outlet_period,MLT_OUTLET_003,St Julians,,,reflexology,standard,45,reflexology|standard|45,Malta,monthly,2017-01-01,2017-01-31,12,traffic_builder,34.0,75.0,75.0,0.883,yes,1325.2,51.72,44.17,22.85,40,50.98,18.04,17.15,7.35,4.2,1.56,86.8,72.015,59.59,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,40,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,27.75241000206466,0,0,0,94.383656,0,0,23.604121647058825,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.44951799958707,controlled,conflict environment remains manageable under current operating rhythm
CRL_02168,treatment_outlet_period,MLT_OUTLET_003,St Julians,,,scrub,standard,45,scrub|standard|45,Malta,monthly,2017-01-01,2017-01-31,12,premium_core,52.0,50.0,50.0,0.883,yes,1918.0,51.72,63.93,33.07,40,40.25,24.79,15.24,7.32,2.6,3.22,86.8,72.015,71.75,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,40,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,27.75241000206466,0,0,0,94.383656,0,0,23.604121647058825,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.44951799958707,controlled,conflict environment remains manageable under current operating rhythm
CRL_02169,treatment_outlet_period,MLT_OUTLET_003,St Julians,,,swedish,standard,60,swedish|standard|60,Malta,monthly,2017-01-01,2017-01-31,12,premium_core,64.0,69.5,69.5,0.883,yes,2435.6,58.82,60.89,35.82,40,52.55,23.61,10.03,9.3,3.32,3.19,86.8,72.015,72.91,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,40,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,27.75241000206466,0,0,0,94.383656,0,0,23.604121647058825,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.44951799958707,controlled,conflict environment remains manageable under current operating rhythm
CRL_02170,treatment_outlet_period,MLT_OUTLET_003,St Julians,,,wrap,standard,60,wrap|standard|60,Malta,monthly,2017-01-01,2017-01-31,12,premium_core,82.0,72.0,72.0,0.883,yes,2375.7,51.72,79.19,40.96,30,47.08,19.36,11.05,6.78,2.8,3.26,86.8,72.015,74.3,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,yes,no,no,medium,30,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,27.75241000206466,0,0,0,94.383656,0,0,23.604121647058825,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-01-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,64.44951799958707,controlled,conflict environment remains manageable under current operating rhythm
CRL_00011,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,aromatherapy,standard,60,aromatherapy|standard|60,Malta,monthly,2017-02-01,2017-02-28,12,premium_core,64.0,76.0,76.0,0.902,no,2826.24,62.16,61.44,38.19,46,41.14,19.73,11.93,9.12,2.99,3.04,88.84,72.745,70.73,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,46,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated,40.71550098725298,1,0,0,87.94453866666666,0,1,35.25502545098039,0,stable_staffing_context,low,No material roster-based conflict override detected.,2017-02-01,0.0,70.0,0.0,0.0,0.0,0.0,stable_controlled,61.85689980254941,controlled,conflict environment remains manageable under current operating rhythm
