year,month,month_id,unemployment_rate_percent,source_dataset,source_geo,source_scope
2020,3,2020-03,4.166666666666667,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2020,4,2020-04,4.666666666666667,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2020,5,2020-05,4.8,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2020,6,2020-06,5.1,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2020,7,2020-07,5.333333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2020,8,2020-08,5.466666666666666,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2020,9,2020-09,5.3999999999999995,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2020,10,2020-10,5.3,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2020,11,2020-11,5.066666666666666,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2020,12,2020-12,4.833333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2021,1,2021-01,4.466666666666667,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2021,2,2021-02,4.266666666666667,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2021,3,2021-03,3.9666666666666663,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2021,4,2021-04,3.6999999999999997,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2021,5,2021-05,3.733333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2021,6,2021-06,3.8000000000000003,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2021,7,2021-07,3.8333333333333335,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2021,8,2021-08,3.8333333333333335,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2021,9,2021-09,3.7000000000000006,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2021,10,2021-10,3.4333333333333336,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2021,11,2021-11,3.266666666666667,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2021,12,2021-12,3.4,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2022,1,2022-01,3.466666666666667,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2022,2,2022-02,3.6666666666666665,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2022,3,2022-03,3.5666666666666664,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2022,4,2022-04,3.6333333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2022,5,2022-05,3.733333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2022,6,2022-06,3.6666666666666665,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2022,7,2022-07,3.5,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2022,8,2022-08,3.3333333333333335,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2022,9,2022-09,3.3333333333333335,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2022,10,2022-10,3.3000000000000003,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2022,11,2022-11,3.266666666666667,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2022,12,2022-12,3.266666666666667,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2023,1,2023-01,3.233333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2023,2,2023-02,3.266666666666667,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2023,3,2023-03,3.466666666666667,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2023,4,2023-04,3.733333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2023,5,2023-05,3.766666666666667,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2023,6,2023-06,3.733333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2023,7,2023-07,3.6666666666666665,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2023,8,2023-08,3.733333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2023,9,2023-09,3.6,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2023,10,2023-10,3.3333333333333335,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2023,11,2023-11,3.1666666666666665,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2023,12,2023-12,3.1333333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2024,1,2024-01,3.3666666666666667,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2024,2,2024-02,3.4,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2024,3,2024-03,3.4,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2024,4,2024-04,3.2999999999999994,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2024,5,2024-05,3.233333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2024,6,2024-06,3.1,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2024,7,2024-07,3.033333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2024,8,2024-08,3.1333333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2024,9,2024-09,3.1333333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2024,10,2024-10,3.0666666666666664,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2024,11,2024-11,3.033333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2024,12,2024-12,3.2000000000000006,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2025,1,2025-01,3.233333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2025,2,2025-02,3.1333333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2025,3,2025-03,3.0666666666666664,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2025,4,2025-04,3.0,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2025,5,2025-05,2.966666666666667,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2025,6,2025-06,2.8666666666666667,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2025,7,2025-07,2.766666666666667,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2025,8,2025-08,2.733333333333333,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2025,9,2025-09,2.8333333333333335,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2025,10,2025-10,3.0,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2025,11,2025-11,3.0666666666666664,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
2025,12,2025-12,3.1666666666666665,une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta"
