year,month,month_id,month_label,quarter,airport_passengers_international,tourism_demand_air_passengers_international,accommodation_nights_spent,unemployment_rate_percent,hicp_restaurants_hotels_index,hicp_restaurants_hotels_yoy,source_value_raw_airport,source_dataset_airport,source_airport_code_airport,source_scope_airport,source_value_raw_tourism,source_dataset_tourism,source_geo_tourism,source_scope_tourism,source_dataset_accommodation,source_geo_accommodation,source_scope_accommodation,source_dataset_labour,source_geo_labour,source_scope_labour,source_dataset_index_cpi,source_dataset_yoy_cpi,source_scope_cpi,period_date,month_num,airport_passengers_international__winsorized,airport_passengers_international__score_0_100,airport_passengers_international__used_flag,tourism_demand_air_passengers_international__winsorized,tourism_demand_air_passengers_international__score_0_100,tourism_demand_air_passengers_international__used_flag,accommodation_nights_spent__winsorized,accommodation_nights_spent__score_0_100,accommodation_nights_spent__used_flag,footfall_proxy_features_available,footfall_proxy_air_component_present_flag,footfall_proxy_core_components_present,external_context_flow_score_0_100_raw,external_context_flow_score_0_100,external_context_flow_band,footfall_proxy_signal_quality,footfall_proxy_weight_regime,external_context_flow_method,external_context_flow_inputs,external_context_flow_note
2017,11,2017-11,2017-11,4,,,682641.0,3.966666666666667,,1.35,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2017-11-01,11,,,0,,,0,682641.0,41.67,1,1,0,1,41.67,60.49,high contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2017,12,2017-12,2017-12,4,,,541481.0,4.1,,1.15,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2017-12-01,12,,,0,,,0,541481.0,30.56,1,1,0,1,30.56,46.61,moderate contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2018,1,2018-01,2018-01,1,,,507088.0,4.166666666666667,,2.75,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2018-01-01,1,,,0,,,0,507088.0,25.0,1,1,0,1,25.0,32.41,low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2018,2,2018-02,2018-02,1,,,581128.0,4.366666666666667,,2.6,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2018-02-01,2,,,0,,,0,581128.0,32.41,1,1,0,1,32.41,29.32,low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2018,3,2018-03,2018-03,1,,,759930.0,4.433333333333334,,2.45,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2018-03-01,3,,,0,,,0,759930.0,50.0,1,1,0,1,50.0,35.8,low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2018,4,2018-04,2018-04,2,,,863682.0,4.2,,-0.3999999999999999,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2018-04-01,4,,,0,,,0,863682.0,60.19,1,1,0,1,60.19,47.53,moderate contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2018,5,2018-05,2018-05,2,,,963605.0,4.033333333333333,,0.7499999999999999,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2018-05-01,5,,,0,,,0,963605.0,75.0,1,1,0,1,75.0,61.73,high contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2018,6,2018-06,2018-06,2,,,978230.0,3.9,,1.35,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2018-06-01,6,,,0,,,0,978230.0,76.85,1,1,0,1,76.85,70.68,high contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2018,7,2018-07,2018-07,3,,,1146159.0,3.766666666666667,,1.5000000000000002,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2018-07-01,7,,,0,,,0,1146159.0,92.59,1,1,0,1,92.59,81.48,very high contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2018,8,2018-08,2018-08,3,,,1166568.0,3.6,,1.7000000000000002,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2018-08-01,8,,,0,,,0,1166568.0,94.44,1,1,0,1,94.44,87.96,very high contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2018,9,2018-09,2018-09,3,,,982700.0,3.6666666666666665,,1.7499999999999998,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2018-09-01,9,,,0,,,0,982700.0,77.78,1,1,0,1,77.78,88.27,very high contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2018,10,2018-10,2018-10,4,,,949844.0,3.7000000000000006,,1.65,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2018-10-01,10,,,0,,,0,949844.0,70.37,1,1,0,1,70.37,80.86,very high contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2018,11,2018-11,2018-11,4,,,677885.0,3.866666666666666,,0.8,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2018-11-01,11,,,0,,,0,677885.0,40.74,1,1,0,1,40.74,62.96,high contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2018,12,2018-12,2018-12,4,,,537377.0,3.9,,1.0,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2018-12-01,12,,,0,,,0,537377.0,29.63,1,1,0,1,29.63,46.91,moderate contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2019,1,2019-01,2019-01,1,,,466668.0,4.1000000000000005,,1.8,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2019-01-01,1,,,0,,,0,466668.0,20.37,1,1,0,1,20.37,30.25,low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2019,2,2019-02,2019-02,1,,,533301.0,4.266666666666667,,1.75,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2019-02-01,2,,,0,,,0,533301.0,27.78,1,1,0,1,27.78,25.93,low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2019,3,2019-03,2019-03,1,,,697174.0,4.166666666666667,,1.95,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2019-03-01,3,,,0,,,0,697174.0,45.37,1,1,0,1,45.37,31.17,low contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2019,4,2019-04,2019-04,2,,,898065.0,4.033333333333333,,5.5,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2019-04-01,4,,,0,,,0,898065.0,62.96,1,1,0,1,62.96,45.37,moderate contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2019,5,2019-05,2019-05,2,,,905347.0,3.9333333333333336,,4.45,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2019-05-01,5,,,0,,,0,905347.0,63.89,1,1,0,1,63.89,57.41,moderate contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2019,6,2019-06,2019-06,2,,,966353.0,3.933333333333333,,3.85,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2019-06-01,6,,,0,,,0,966353.0,75.93,1,1,0,1,75.93,67.59,high contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
2019,7,2019-07,2019-07,3,,,1119451.0,4.1000000000000005,,3.85,,Eurostat estat_ttr00017,MT_LMML,"Passengers carried, total, international",,Eurostat estat_ttr00016,MT,"Monthly international air passengers carried, country-level Malta proxy",tour_occ_nim,MT,"Eurostat monthly accommodation proxy (nights spent, Malta)",une_rt_m,MT,"Eurostat monthly unemployment rate proxy, Malta",,prc_hicp_manr,Eurostat HICP restaurants/hotels YoY proxy only; index pending,2019-07-01,7,,,0,,,0,1119451.0,88.89,1,1,0,1,88.89,76.24,high contextual support,limited,accommodation_only,winsorized_percentile_weighted_blend,"airport_passengers_international, tourism_demand_air_passengers_international, accommodation_nights_spent","Monthly external context-support proxy only; not a direct hourly spa demand, outlet traffic, or observed daypart footfall measure. Must be interpreted alongside internal operating proxies for actionable daypart decisions."
