conflict_resolution_id,entity_scope,outlet_id,outlet_name,therapist_id,therapist_name,treatment_category,treatment_variant,session_duration_min,treatment_key,market_context,period_type,period_start,period_end,rolling_window_weeks,pricing_position,recommended_sell_price_eur,market_price_median_eur,commercial_market_price_median_eur,external_demand_proxy_index,external_stress_flag,revenue_eur,utilization_percent,yield_eur_per_sold_hour,revpath_eur_per_available_hour,bookings_count,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_rate_percent,no_show_rate_percent,complaint_rate_percent,schedule_adherence_percent,therapist_consistency_score_0_100,treatment_health_score_0_100,conflict_case_flag,conflict_pattern_code,conflict_pattern_group,conflict_priority_level,primary_tradeoff_dimension,secondary_tradeoff_dimension,root_cause_hypothesis,root_cause_confidence_level,recommended_resolution_path,manager_action_route,pricing_action_flag,staffing_action_flag,training_action_flag,retention_action_flag,governance_review_flag,burnout_guardrail_flag,leakage_risk_flag,score_confidence_level,sample_size_observations,dependency_coverage_flag,qa_status,audit_note,status
CRL_00011,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,aromatherapy,standard,60,aromatherapy|standard|60,Malta,weekly,2026-01-12,2026-01-18,12,premium_core,64.0,76.0,76.0,0.88,yes,709.06,57.89,64.46,37.32,11,49.99,23.66,15.26,9.19,2.97,3.45,83.00999999999999,73.91999999999999,66.07,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00012,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,body_treatment,standard,60,body_treatment|standard|60,Malta,weekly,2026-01-12,2026-01-18,12,premium_core,69.0,77.5,77.5,0.88,yes,711.48,57.89,64.68,37.45,11,48.66,17.29,6.76,9.83,3.19,3.59,83.00999999999999,73.91999999999999,66.44,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00013,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,deep_tissue,standard,60,deep_tissue|standard|60,Malta,weekly,2026-01-12,2026-01-18,12,premium_core,78.0,80.0,80.0,0.88,yes,824.67,57.89,74.97,43.4,11,52.88,19.56,7.44,9.7,4.42,2.91,83.00999999999999,73.91999999999999,70.89,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00014,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,facial,basic,60,facial|basic|60,Malta,weekly,2026-01-12,2026-01-18,12,premium_core,94.0,100.0,100.0,0.88,yes,1035.32,57.89,94.12,54.49,11,46.58,20.36,11.13,11.44,4.08,3.31,83.00999999999999,73.91999999999999,73.86,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00015,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,hot_stone,standard,75,hot_stone|standard|75,Malta,weekly,2026-01-12,2026-01-18,12,premium_core,95.0,90.0,90.0,0.88,yes,531.54,48.39,70.87,34.29,6,42.29,20.14,16.89,8.83,3.02,2.91,83.00999999999999,73.91999999999999,62.51,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,6,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00016,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,massage,standard,60,massage|standard|60,Malta,weekly,2026-01-12,2026-01-18,12,accessible_premium,58.0,85.0,85.0,0.88,yes,609.29,57.89,55.39,32.07,11,39.92,16.64,7.93,10.04,4.47,1.69,83.00999999999999,73.91999999999999,59.13,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00017,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,reflexology,standard,45,reflexology|standard|45,Malta,weekly,2026-01-12,2026-01-18,12,traffic_builder,34.0,75.0,75.0,0.88,yes,382.58,50.77,46.37,23.54,11,50.47,14.99,16.71,11.63,4.23,3.61,83.00999999999999,73.91999999999999,53.8,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00018,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,scrub,standard,45,scrub|standard|45,Malta,weekly,2026-01-12,2026-01-18,12,premium_core,52.0,50.0,50.0,0.88,yes,562.76,50.77,68.21,34.63,11,39.38,15.65,11.13,11.63,4.75,1.95,83.00999999999999,73.91999999999999,66.17,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00019,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,swedish,standard,60,swedish|standard|60,Malta,weekly,2026-01-12,2026-01-18,12,premium_core,64.0,69.5,69.5,0.88,yes,712.36,57.89,64.76,37.49,11,45.36,15.55,7.44,11.84,2.97,2.53,83.00999999999999,73.91999999999999,66.61,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00020,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,wrap,standard,60,wrap|standard|60,Malta,weekly,2026-01-12,2026-01-18,12,premium_core,82.0,72.0,72.0,0.88,yes,869.33,57.89,79.03,45.75,11,49.93,17.82,17.66,12.17,3.61,2.56,83.00999999999999,73.91999999999999,69.68,yes,HIGH_BOOKING_HIGH_CANCELLATION,leakage_tradeoff,medium,leakage,none,demand exists but leakage is elevated,low,review confirmation deposits and booking discipline,leakage_control,no,no,no,yes,yes,no,yes,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00021,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,aromatherapy,standard,60,aromatherapy|standard|60,Malta,weekly,2026-01-19,2026-01-25,12,premium_core,64.0,76.0,76.0,0.84,yes,656.8,55.56,65.68,36.49,10,42.89,12.59,13.31,10.21,4.27,1.9,84.145,75.975,63.84,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,10,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00022,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,body_treatment,standard,60,body_treatment|standard|60,Malta,weekly,2026-01-19,2026-01-25,12,premium_core,69.0,77.5,77.5,0.84,yes,676.4,55.56,67.64,37.58,10,42.17,14.32,11.87,9.41,3.84,3.72,84.145,75.975,65.05,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,10,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00023,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,deep_tissue,standard,60,deep_tissue|standard|60,Malta,weekly,2026-01-19,2026-01-25,12,premium_core,78.0,80.0,80.0,0.84,yes,802.3,55.56,80.23,44.57,10,42.14,23.65,10.41,10.17,4.62,3.28,84.145,75.975,69.82,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,10,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00024,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,facial,basic,60,facial|basic|60,Malta,weekly,2026-01-19,2026-01-25,12,premium_core,94.0,100.0,100.0,0.84,yes,933.6,55.56,93.36,51.87,10,51.7,17.13,8.24,11.73,4.35,1.27,84.145,75.975,72.99,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,10,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00025,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,hot_stone,standard,75,hot_stone|standard|75,Malta,weekly,2026-01-19,2026-01-25,12,premium_core,95.0,90.0,90.0,0.84,yes,532.44,48.39,70.99,34.35,6,45.45,15.62,13.74,11.56,4.64,1.05,84.145,75.975,62.66,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,6,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00026,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,massage,standard,60,massage|standard|60,Malta,weekly,2026-01-19,2026-01-25,12,accessible_premium,58.0,85.0,85.0,0.84,yes,549.5,55.56,54.95,30.53,10,40.53,17.46,7.36,11.96,4.05,3.81,84.145,75.975,57.87,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,10,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00027,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,reflexology,standard,45,reflexology|standard|45,Malta,weekly,2026-01-19,2026-01-25,12,traffic_builder,34.0,75.0,75.0,0.84,yes,347.6,48.39,46.35,22.43,10,50.33,20.88,12.36,12.71,3.8,2.98,84.145,75.975,52.81,yes,HIGH_BOOKING_HIGH_CANCELLATION,leakage_tradeoff,medium,leakage,none,demand exists but leakage is elevated,low,review confirmation deposits and booking discipline,leakage_control,yes,no,no,yes,no,no,yes,medium,10,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00028,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,scrub,standard,45,scrub|standard|45,Malta,weekly,2026-01-19,2026-01-25,12,premium_core,52.0,50.0,50.0,0.84,yes,496.2,48.39,66.16,32.01,10,47.39,17.42,10.19,9.57,5.07,3.7,84.145,75.975,65.53,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,10,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00029,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,swedish,standard,60,swedish|standard|60,Malta,weekly,2026-01-19,2026-01-25,12,premium_core,64.0,69.5,69.5,0.84,yes,641.7,55.56,64.17,35.65,10,48.61,13.35,7.94,12.79,5.05,3.34,84.145,75.975,65.5,yes,HIGH_BOOKING_HIGH_CANCELLATION,leakage_tradeoff,medium,leakage,none,demand exists but leakage is elevated,low,review confirmation deposits and booking discipline,leakage_control,yes,no,no,yes,no,no,yes,medium,10,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00030,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,wrap,standard,60,wrap|standard|60,Malta,weekly,2026-01-19,2026-01-25,12,premium_core,82.0,72.0,72.0,0.84,yes,836.3,55.56,83.63,46.46,10,48.95,12.08,7.93,11.63,3.3,1.3,84.145,75.975,69.29,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,yes,no,no,medium,10,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00031,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,aromatherapy,standard,60,aromatherapy|standard|60,Malta,weekly,2026-01-26,2026-02-01,12,premium_core,64.0,76.0,76.0,0.95,no,693.33,57.89,63.03,36.49,11,50.08,15.8,9.9,9.77,3.7,1.67,85.36000000000001,75.15,65.42,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00032,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,body_treatment,standard,60,body_treatment|standard|60,Malta,weekly,2026-01-26,2026-02-01,12,premium_core,69.0,77.5,77.5,0.95,no,762.52,57.89,69.32,40.13,11,47.78,13.5,10.41,9.6,4.1,2.97,85.36000000000001,75.15,67.29,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00033,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,deep_tissue,standard,60,deep_tissue|standard|60,Malta,weekly,2026-01-26,2026-02-01,12,premium_core,78.0,80.0,80.0,0.95,no,820.71,57.89,74.61,43.2,11,52.96,22.1,15.54,7.98,4.35,2.18,85.36000000000001,75.15,70.97,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00034,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,facial,basic,60,facial|basic|60,Malta,weekly,2026-01-26,2026-02-01,12,premium_core,94.0,100.0,100.0,0.95,no,1013.54,57.89,92.14,53.34,11,50.24,16.49,6.29,9.31,3.39,1.59,85.36000000000001,75.15,73.77,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00035,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,hot_stone,standard,75,hot_stone|standard|75,Malta,weekly,2026-01-26,2026-02-01,12,premium_core,95.0,90.0,90.0,0.95,no,661.36,52.24,75.58,39.48,7,52.47,17.92,6.19,7.71,4.28,3.86,85.36000000000001,75.15,66.22,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,7,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00036,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,massage,standard,60,massage|standard|60,Malta,weekly,2026-01-26,2026-02-01,12,accessible_premium,58.0,85.0,85.0,0.95,no,652.52,57.89,59.32,34.34,11,52.33,16.71,10.62,8.71,4.33,3.89,85.36000000000001,75.15,61.57,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00037,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,reflexology,standard,45,reflexology|standard|45,Malta,weekly,2026-01-26,2026-02-01,12,traffic_builder,34.0,75.0,75.0,0.95,no,379.61,50.77,46.01,23.36,11,52.59,23.14,12.84,8.27,2.74,2.67,85.36000000000001,75.15,54.42,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00038,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,scrub,standard,45,scrub|standard|45,Malta,weekly,2026-01-26,2026-02-01,12,premium_core,52.0,50.0,50.0,0.95,no,537.57,50.77,65.16,33.08,11,45.91,26.04,14.89,9.46,4.38,1.42,85.36000000000001,75.15,66.71,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00039,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,swedish,standard,60,swedish|standard|60,Malta,weekly,2026-01-26,2026-02-01,12,premium_core,64.0,69.5,69.5,0.95,no,703.78,57.89,63.98,37.04,11,51.63,24.96,16.4,9.81,3.12,1.88,85.36000000000001,75.15,67.61,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00040,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,wrap,standard,60,wrap|standard|60,Malta,weekly,2026-01-26,2026-02-01,12,premium_core,82.0,72.0,72.0,0.95,no,921.25,57.89,83.75,48.49,11,49.08,23.23,15.55,9.05,3.4,3.39,85.36000000000001,75.15,71.0,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,yes,no,no,medium,11,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00041,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,aromatherapy,standard,60,aromatherapy|standard|60,Malta,weekly,2026-02-02,2026-02-08,12,premium_core,64.0,76.0,76.0,1.02,no,782.64,60.0,65.22,39.13,12,48.25,12.58,11.59,6.95,2.59,1.28,81.28999999999999,75.78,66.84,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00042,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,body_treatment,standard,60,body_treatment|standard|60,Malta,weekly,2026-02-02,2026-02-08,12,premium_core,69.0,77.5,77.5,1.02,no,814.92,60.0,67.91,40.75,12,39.6,25.16,10.32,6.75,3.02,1.09,81.28999999999999,75.78,67.71,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00043,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,deep_tissue,standard,60,deep_tissue|standard|60,Malta,weekly,2026-02-02,2026-02-08,12,premium_core,78.0,80.0,80.0,1.02,no,882.36,60.0,73.53,44.12,12,48.97,13.37,6.62,7.69,3.38,1.65,81.28999999999999,75.78,71.07,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00044,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,facial,basic,60,facial|basic|60,Malta,weekly,2026-02-02,2026-02-08,12,premium_core,94.0,100.0,100.0,1.02,no,1108.92,60.0,92.41,55.45,12,54.61,20.26,9.88,7.76,3.11,3.18,81.28999999999999,75.78,75.67,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00045,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,hot_stone,standard,75,hot_stone|standard|75,Malta,weekly,2026-02-02,2026-02-08,12,premium_core,95.0,90.0,90.0,1.02,no,671.3,52.24,76.72,40.08,7,38.24,27.4,16.03,6.68,2.72,1.24,81.28999999999999,75.78,65.27,no,NO_CONFLICT,normal,low,none,none,no material conflict detected,low,continue monitoring,standard_review,no,no,no,no,no,no,no,medium,7,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00046,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,massage,standard,60,massage|standard|60,Malta,weekly,2026-02-02,2026-02-08,12,accessible_premium,58.0,85.0,85.0,1.02,no,695.76,60.0,57.98,34.79,12,43.0,20.79,14.58,7.24,2.19,1.47,81.28999999999999,75.78,61.56,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
CRL_00047,treatment_outlet_period,MLT_OUTLET_001,Valletta,,,reflexology,standard,45,reflexology|standard|45,Malta,weekly,2026-02-02,2026-02-08,12,traffic_builder,34.0,75.0,75.0,1.02,no,406.32,52.94,45.15,23.9,12,46.81,21.79,11.04,6.72,3.75,3.21,81.28999999999999,75.78,54.64,yes,HIGH_DEMAND_LOW_YIELD,commercial_tradeoff,high,pricing,none,strong demand but weak monetization,low,review pricing upsell and mix,pricing_review,yes,no,no,no,no,no,no,medium,12,partial,pending_qa,conflict engine v1 stabilized with therapist context,scaffold_generated
